cluster	ORF	gene_name
cellular bud_GO_30_1_all	YLR114C	AVL9
cellular bud_GO_30_1_all	YLR425W	TUS1
cellular bud_GO_30_1_all	YML072C	TCB3
cellular bud_GO_30_1_all	YMR273C	ZDS1
cellular bud_GO_30_1_all	YNL079C	TPM1
cellular bud_GO_30_1_all	YNL233W	BNI4
cellular bud_GO_30_1_all	YNL271C	BNI1
cellular bud_GO_30_1_all	YNL298W	CLA4
cellular bud_GO_30_1_all	YNR031C	SSK2
cellular bud_GO_30_1_all	YOR014W	RTS1
cellular bud_GO_30_1_all	YOR127W	RGA1
cellular bud_GO_30_1_all	YOR165W	SEY1
cellular bud_GO_30_1_all	YPL115C	BEM3
cellular bud_GO_15_2_mut	YBL061C	SKT5
cellular bud_GO_15_2_mut	YBL085W	BOI1
cellular bud_GO_15_2_mut	YBR260C	RGD1
cellular bud_GO_15_2_mut	YCL014W	BUD3
cellular bud_GO_15_2_mut	YCR017C	CWH43
cellular bud_GO_15_2_mut	YDL135C	RDI1
cellular bud_GO_15_2_mut	YDR293C	SSD1
cellular bud_GO_15_2_mut	YER032W	FIR1
cellular bud_GO_15_2_mut	YER149C	PEA2
cellular bud_GO_15_2_mut	YER155C	BEM2
cellular bud_GO_15_2_mut	YER166W	DNF1
cellular bud_GO_15_2_mut	YGR058W	PEF1
cellular bud_GO_15_2_mut	YHR030C	SLT2
cellular bud_GO_15_2_mut	YJL095W	BCK1
cellular bud_GO_15_2_mut	YJL187C	SWE1
cellular bud_GO_15_2_mut	YJL204C	RCY1
cellular bud_GO_15_2_mut	YJR090C	GRR1
cellular bud_GO_15_2_mut	YKL007W	CAP1
cellular bud_GO_15_2_mut	YKL048C	ELM1
cellular bud_GO_15_2_mut	YKL079W	SMY1
cellular bud_GO_15_2_mut	YKL092C	BUD2
cellular bud_GO_15_2_mut	YKL101W	HSL1
cellular bud_GO_15_2_mut	YKL185W	ASH1
cellular bud_GO_15_2_mut	YKR100C	SKG1
cellular bud_GO_15_2_mut	YLL021W	SPA2
cellular bud_GO_15_2_mut	YLR425W	TUS1
cellular bud_GO_15_2_mut	YML072C	TCB3
cellular bud_GO_15_2_mut	YMR109W	MYO5
cellular bud_GO_15_2_mut	YMR273C	ZDS1
cellular bud_GO_15_2_mut	YNL079C	TPM1
cellular bud_GO_15_2_mut	YNL087W	TCB2
cellular bud_GO_15_2_mut	YOR008C	SLG1
cellular bud_GO_15_2_mut	YOR264W	DSE3
cellular bud_GO_15_2_mut	YOR327C	SNC2
cellular bud_GO_15_2_mut	YPL158C	AIM44
cellular bud_GO_15_2_mut	YPR119W	CLB2
cellular bud_GO_15_1_mut	YAL024C	LTE1
cellular bud_GO_15_1_mut	YAR014C	BUD14
cellular bud_GO_15_1_mut	YBL007C	SLA1
cellular bud_GO_15_1_mut	YBL047C	EDE1
cellular bud_GO_15_1_mut	YBR023C	CHS3
cellular bud_GO_15_1_mut	YBR200W	BEM1
cellular bud_GO_15_1_mut	YDL117W	CYK3
cellular bud_GO_15_1_mut	YDR150W	NUM1
cellular bud_GO_15_1_mut	YDR508C	GNP1
cellular bud_GO_15_1_mut	YER114C	BOI2
cellular bud_GO_15_1_mut	YER120W	SCS2
cellular bud_GO_15_1_mut	YER144C	UBP5
cellular bud_GO_15_1_mut	YGR092W	DBF2
cellular bud_GO_15_1_mut	YGR229C	SMI1
cellular bud_GO_15_1_mut	YHR114W	BZZ1
cellular bud_GO_15_1_mut	YHR142W	CHS7
cellular bud_GO_15_1_mut	YHR158C	KEL1
cellular bud_GO_15_1_mut	YIL138C	TPM2
cellular bud_GO_15_1_mut	YIL159W	BNR1
cellular bud_GO_15_1_mut	YJL128C	PBS2
cellular bud_GO_15_1_mut	YKR055W	RHO4
cellular bud_GO_15_1_mut	YLR110C	CCW12
cellular bud_GO_15_1_mut	YLR114C	AVL9
cellular bud_GO_15_1_mut	YML047C	PRM6
cellular bud_GO_15_1_mut	YNL116W	DMA2
cellular bud_GO_15_1_mut	YNL154C	YCK2
cellular bud_GO_15_1_mut	YNL233W	BNI4
cellular bud_GO_15_1_mut	YNL271C	BNI1
cellular bud_GO_15_1_mut	YNL298W	CLA4
cellular bud_GO_15_1_mut	YNR031C	SSK2
cellular bud_GO_15_1_mut	YOR014W	RTS1
cellular bud_GO_15_1_mut	YOR127W	RGA1
cellular bud_GO_15_1_mut	YOR165W	SEY1
cellular bud_GO_15_1_mut	YOR231W	MKK1
cellular bud_GO_15_1_mut	YOR233W	KIN4
cellular bud_GO_15_1_mut	YPL115C	BEM3
cellular bud_GO_15_1_mut	YPL116W	HOS3
cellular bud_GO_15_1_mut	YPL140C	MKK2
cellular bud_GO_30_2_mut	YBL061C	SKT5
cellular bud_GO_30_2_mut	YBL085W	BOI1
cellular bud_GO_30_2_mut	YBR260C	RGD1
cellular bud_GO_30_2_mut	YCL014W	BUD3
cellular bud_GO_30_2_mut	YCR017C	CWH43
cellular bud_GO_30_2_mut	YDL135C	RDI1
cellular bud_GO_30_2_mut	YDR293C	SSD1
cellular bud_GO_30_2_mut	YER032W	FIR1
cellular bud_GO_30_2_mut	YER149C	PEA2
cellular bud_GO_30_2_mut	YER155C	BEM2
cellular bud_GO_30_2_mut	YER166W	DNF1
cellular bud_GO_30_2_mut	YGR058W	PEF1
cellular bud_GO_30_2_mut	YHR030C	SLT2
cellular bud_GO_30_2_mut	YJL095W	BCK1
cellular bud_GO_30_2_mut	YJL187C	SWE1
cellular bud_GO_30_2_mut	YJL204C	RCY1
cellular bud_GO_30_2_mut	YJR090C	GRR1
cellular bud_GO_30_2_mut	YKL007W	CAP1
cellular bud_GO_30_2_mut	YKL048C	ELM1
cellular bud_GO_30_2_mut	YKL079W	SMY1
cellular bud_GO_30_2_mut	YKL092C	BUD2
cellular bud_GO_30_2_mut	YKL101W	HSL1
cellular bud_GO_30_2_mut	YKL185W	ASH1
cellular bud_GO_30_2_mut	YKR100C	SKG1
cellular bud_GO_30_2_mut	YLL021W	SPA2
cellular bud_GO_30_2_mut	YLR425W	TUS1
cellular bud_GO_30_2_mut	YML072C	TCB3
cellular bud_GO_30_2_mut	YMR109W	MYO5
cellular bud_GO_30_2_mut	YMR273C	ZDS1
cellular bud_GO_30_2_mut	YNL079C	TPM1
cellular bud_GO_30_2_mut	YNL087W	TCB2
cellular bud_GO_30_2_mut	YOR008C	SLG1
cellular bud_GO_30_2_mut	YOR264W	DSE3
cellular bud_GO_30_2_mut	YOR327C	SNC2
cellular bud_GO_30_2_mut	YPL158C	AIM44
cellular bud_GO_30_2_mut	YPR119W	CLB2
cellular bud_GO_30_1_mut	YAL024C	LTE1
cellular bud_GO_30_1_mut	YAR014C	BUD14
cellular bud_GO_30_1_mut	YBL007C	SLA1
cellular bud_GO_30_1_mut	YBL047C	EDE1
cellular bud_GO_30_1_mut	YBR023C	CHS3
cellular bud_GO_30_1_mut	YBR200W	BEM1
cellular bud_GO_30_1_mut	YDL117W	CYK3
cellular bud_GO_30_1_mut	YDR150W	NUM1
cellular bud_GO_30_1_mut	YDR508C	GNP1
cellular bud_GO_30_1_mut	YER114C	BOI2
cellular bud_GO_30_1_mut	YER120W	SCS2
cellular bud_GO_30_1_mut	YER144C	UBP5
cellular bud_GO_30_1_mut	YGR092W	DBF2
cellular bud_GO_30_1_mut	YGR229C	SMI1
cellular bud_GO_30_1_mut	YHR114W	BZZ1
cellular bud_GO_30_1_mut	YHR142W	CHS7
cellular bud_GO_30_1_mut	YHR158C	KEL1
cellular bud_GO_30_1_mut	YIL138C	TPM2
cellular bud_GO_30_1_mut	YIL159W	BNR1
cellular bud_GO_30_1_mut	YJL128C	PBS2
cellular bud_GO_30_1_mut	YKR055W	RHO4
cellular bud_GO_30_1_mut	YLR110C	CCW12
cellular bud_GO_30_1_mut	YLR114C	AVL9
cellular bud_GO_30_1_mut	YML047C	PRM6
cellular bud_GO_30_1_mut	YNL116W	DMA2
cellular bud_GO_30_1_mut	YNL154C	YCK2
cellular bud_GO_30_1_mut	YNL233W	BNI4
cellular bud_GO_30_1_mut	YNL271C	BNI1
cellular bud_GO_30_1_mut	YNL298W	CLA4
cellular bud_GO_30_1_mut	YNR031C	SSK2
cellular bud_GO_30_1_mut	YOR014W	RTS1
cellular bud_GO_30_1_mut	YOR127W	RGA1
cellular bud_GO_30_1_mut	YOR165W	SEY1
cellular bud_GO_30_1_mut	YOR231W	MKK1
cellular bud_GO_30_1_mut	YOR233W	KIN4
cellular bud_GO_30_1_mut	YPL115C	BEM3
cellular bud_GO_30_1_mut	YPL116W	HOS3
cellular bud_GO_30_1_mut	YPL140C	MKK2
cytoskeleton_GO_15_2_all	YDR126W	SWF1
cytoskeleton_GO_15_2_all	YEL061C	CIN8
cytoskeleton_GO_15_2_all	YER016W	BIM1
cytoskeleton_GO_15_2_all	YGR092W	DBF2
cytoskeleton_GO_15_2_all	YJR090C	GRR1
cytoskeleton_GO_15_2_all	YJR125C	ENT3
cytoskeleton_GO_15_2_all	YKL048C	ELM1
cytoskeleton_GO_15_2_all	YKL101W	HSL1
cytoskeleton_GO_15_2_all	YKR001C	VPS1
cytoskeleton_GO_15_2_all	YLL038C	ENT4
cytoskeleton_GO_15_2_all	YMR198W	CIK1
cytoskeleton_GO_15_2_all	YOR014W	RTS1
cytoskeleton_GO_15_2_all	YOR109W	INP53
cytoskeleton_GO_15_2_all	YOR195W	SLK19
cytoskeleton_GO_15_2_all	YPL253C	VIK1
cytoskeleton_GO_15_2_all	YPR141C	KAR3
cytoskeleton_GO_15_1_all	YBL007C	SLA1
cytoskeleton_GO_15_1_all	YBL047C	EDE1
cytoskeleton_GO_15_1_all	YBL061C	SKT5
cytoskeleton_GO_15_1_all	YBR108W	AIM3
cytoskeleton_GO_15_1_all	YBR260C	RGD1
cytoskeleton_GO_15_1_all	YCL029C	BIK1
cytoskeleton_GO_15_1_all	YCR009C	RVS161
cytoskeleton_GO_15_1_all	YCR088W	ABP1
cytoskeleton_GO_15_1_all	YDL117W	CYK3
cytoskeleton_GO_15_1_all	YDR388W	RVS167
cytoskeleton_GO_15_1_all	YDR424C	DYN2
cytoskeleton_GO_15_1_all	YDR488C	PAC11
cytoskeleton_GO_15_1_all	YDR532C	KRE28
cytoskeleton_GO_15_1_all	YGL216W	KIP3
cytoskeleton_GO_15_1_all	YHR114W	BZZ1
cytoskeleton_GO_15_1_all	YHR129C	ARP1
cytoskeleton_GO_15_1_all	YIL095W	PRK1
cytoskeleton_GO_15_1_all	YIL138C	TPM2
cytoskeleton_GO_15_1_all	YIL149C	MLP2
cytoskeleton_GO_15_1_all	YIR003W	AIM21
cytoskeleton_GO_15_1_all	YJL020C	BBC1
cytoskeleton_GO_15_1_all	YJR053W	BFA1
cytoskeleton_GO_15_1_all	YKR054C	DYN1
cytoskeleton_GO_15_1_all	YKR095W	MLP1
cytoskeleton_GO_15_1_all	YLL049W	LDB18
cytoskeleton_GO_15_1_all	YLR429W	CRN1
cytoskeleton_GO_15_1_all	YML124C	TUB3
cytoskeleton_GO_15_1_all	YMR055C	BUB2
cytoskeleton_GO_15_1_all	YMR092C	AIP1
cytoskeleton_GO_15_1_all	YMR109W	MYO5
cytoskeleton_GO_15_1_all	YMR294W	JNM1
cytoskeleton_GO_15_1_all	YMR299C	DYN3
cytoskeleton_GO_15_1_all	YNL079C	TPM1
cytoskeleton_GO_15_1_all	YNL116W	DMA2
cytoskeleton_GO_15_1_all	YNL233W	BNI4
cytoskeleton_GO_15_1_all	YNL271C	BNI1
cytoskeleton_GO_15_1_all	YOR058C	ASE1
cytoskeleton_GO_15_1_all	YOR127W	RGA1
cytoskeleton_GO_15_1_all	YOR233W	KIN4
cytoskeleton_GO_15_1_all	YOR269W	PAC1
cytoskeleton_GO_15_1_all	YPL017C	IRC15
cytoskeleton_GO_15_1_all	YPL155C	KIP2
cytoskeleton_GO_15_1_all	YPL174C	NIP100
cytoskeleton_GO_15_1_all	YPL192C	PRM3
cytoskeleton_GO_15_1_all	YPL269W	KAR9
cytoskeleton_GO_15_1_all	YPR119W	CLB2
cytoskeleton_GO_15_1_all	YPR174C	YPR174C
cytoskeleton_GO_30_1_all	YBL007C	SLA1
cytoskeleton_GO_30_1_all	YBL047C	EDE1
cytoskeleton_GO_30_1_all	YBL061C	SKT5
cytoskeleton_GO_30_1_all	YBR108W	AIM3
cytoskeleton_GO_30_1_all	YBR260C	RGD1
cytoskeleton_GO_30_1_all	YCL029C	BIK1
cytoskeleton_GO_30_1_all	YCR009C	RVS161
cytoskeleton_GO_30_1_all	YCR088W	ABP1
cytoskeleton_GO_30_1_all	YDL117W	CYK3
cytoskeleton_GO_30_1_all	YDR126W	SWF1
cytoskeleton_GO_30_1_all	YDR388W	RVS167
cytoskeleton_GO_30_1_all	YDR424C	DYN2
cytoskeleton_GO_30_1_all	YDR488C	PAC11
cytoskeleton_GO_30_1_all	YDR532C	KRE28
cytoskeleton_GO_30_1_all	YEL061C	CIN8
cytoskeleton_GO_30_1_all	YER016W	BIM1
cytoskeleton_GO_30_1_all	YGL216W	KIP3
cytoskeleton_GO_30_1_all	YGR092W	DBF2
cytoskeleton_GO_30_1_all	YHR114W	BZZ1
cytoskeleton_GO_30_1_all	YHR129C	ARP1
cytoskeleton_GO_30_1_all	YIL095W	PRK1
cytoskeleton_GO_30_1_all	YIL138C	TPM2
cytoskeleton_GO_30_1_all	YIL149C	MLP2
cytoskeleton_GO_30_1_all	YIR003W	AIM21
cytoskeleton_GO_30_1_all	YJL020C	BBC1
cytoskeleton_GO_30_1_all	YJR053W	BFA1
cytoskeleton_GO_30_1_all	YJR090C	GRR1
cytoskeleton_GO_30_1_all	YJR125C	ENT3
cytoskeleton_GO_30_1_all	YKL048C	ELM1
cytoskeleton_GO_30_1_all	YKL101W	HSL1
cytoskeleton_GO_30_1_all	YKR001C	VPS1
cytoskeleton_GO_30_1_all	YKR054C	DYN1
cytoskeleton_GO_30_1_all	YKR095W	MLP1
cytoskeleton_GO_30_1_all	YLL038C	ENT4
cytoskeleton_GO_30_1_all	YLL049W	LDB18
cytoskeleton_GO_30_1_all	YLR429W	CRN1
cytoskeleton_GO_30_1_all	YML124C	TUB3
cytoskeleton_GO_30_1_all	YMR055C	BUB2
cytoskeleton_GO_30_1_all	YMR092C	AIP1
cytoskeleton_GO_30_1_all	YMR109W	MYO5
cytoskeleton_GO_30_1_all	YMR198W	CIK1
cytoskeleton_GO_30_1_all	YMR294W	JNM1
cytoskeleton_GO_30_1_all	YMR299C	DYN3
cytoskeleton_GO_30_1_all	YNL079C	TPM1
cytoskeleton_GO_30_1_all	YNL116W	DMA2
cytoskeleton_GO_30_1_all	YNL233W	BNI4
cytoskeleton_GO_30_1_all	YNL271C	BNI1
cytoskeleton_GO_30_1_all	YOR014W	RTS1
cytoskeleton_GO_30_1_all	YOR058C	ASE1
cytoskeleton_GO_30_1_all	YOR109W	INP53
cytoskeleton_GO_30_1_all	YOR127W	RGA1
cytoskeleton_GO_30_1_all	YOR195W	SLK19
cytoskeleton_GO_30_1_all	YOR233W	KIN4
cytoskeleton_GO_30_1_all	YOR269W	PAC1
cytoskeleton_GO_30_1_all	YPL017C	IRC15
cytoskeleton_GO_30_1_all	YPL155C	KIP2
cytoskeleton_GO_30_1_all	YPL174C	NIP100
cytoskeleton_GO_30_1_all	YPL192C	PRM3
cytoskeleton_GO_30_1_all	YPL253C	VIK1
cytoskeleton_GO_30_1_all	YPL269W	KAR9
cytoskeleton_GO_30_1_all	YPR119W	CLB2
cytoskeleton_GO_30_1_all	YPR141C	KAR3
cytoskeleton_GO_30_1_all	YPR174C	YPR174C
cytoskeleton_GO_15_3_mut	YBL047C	EDE1
cytoskeleton_GO_15_3_mut	YBR108W	AIM3
cytoskeleton_GO_15_3_mut	YCR009C	RVS161
cytoskeleton_GO_15_3_mut	YDR171W	HSP42
cytoskeleton_GO_15_3_mut	YDR388W	RVS167
cytoskeleton_GO_15_3_mut	YDR409W	SIZ1
cytoskeleton_GO_15_3_mut	YHR114W	BZZ1
cytoskeleton_GO_15_3_mut	YIL138C	TPM2
cytoskeleton_GO_15_3_mut	YLR429W	CRN1
cytoskeleton_GO_15_3_mut	YMR092C	AIP1
cytoskeleton_GO_15_3_mut	YNL106C	INP52
cytoskeleton_GO_15_3_mut	YOR233W	KIN4
cytoskeleton_GO_15_3_mut	YPL155C	KIP2
cytoskeleton_GO_15_3_mut	YPL269W	KAR9
cytoskeleton_GO_15_3_mut	YPR174C	YPR174C
cytoskeleton_GO_15_2_mut	YBL007C	SLA1
cytoskeleton_GO_15_2_mut	YCL029C	BIK1
cytoskeleton_GO_15_2_mut	YDR488C	PAC11
cytoskeleton_GO_15_2_mut	YGL216W	KIP3
cytoskeleton_GO_15_2_mut	YHR129C	ARP1
cytoskeleton_GO_15_2_mut	YJR053W	BFA1
cytoskeleton_GO_15_2_mut	YKR054C	DYN1
cytoskeleton_GO_15_2_mut	YLL049W	LDB18
cytoskeleton_GO_15_2_mut	YMR294W	JNM1
cytoskeleton_GO_15_2_mut	YMR299C	DYN3
cytoskeleton_GO_15_2_mut	YNL116W	DMA2
cytoskeleton_GO_15_2_mut	YOR014W	RTS1
cytoskeleton_GO_15_2_mut	YOR269W	PAC1
cytoskeleton_GO_15_2_mut	YPL174C	NIP100
cytoskeleton_GO_15_2_mut	YPL192C	PRM3
cytoskeleton_GO_15_1_mut	YBL061C	SKT5
cytoskeleton_GO_15_1_mut	YBR156C	SLI15
cytoskeleton_GO_15_1_mut	YBR260C	RGD1
cytoskeleton_GO_15_1_mut	YCL014W	BUD3
cytoskeleton_GO_15_1_mut	YCR088W	ABP1
cytoskeleton_GO_15_1_mut	YDL226C	GCS1
cytoskeleton_GO_15_1_mut	YDR126W	SWF1
cytoskeleton_GO_15_1_mut	YDR424C	DYN2
cytoskeleton_GO_15_1_mut	YDR532C	KRE28
cytoskeleton_GO_15_1_mut	YEL061C	CIN8
cytoskeleton_GO_15_1_mut	YIL095W	PRK1
cytoskeleton_GO_15_1_mut	YIL149C	MLP2
cytoskeleton_GO_15_1_mut	YIR003W	AIM21
cytoskeleton_GO_15_1_mut	YJL020C	BBC1
cytoskeleton_GO_15_1_mut	YJR090C	GRR1
cytoskeleton_GO_15_1_mut	YJR125C	ENT3
cytoskeleton_GO_15_1_mut	YKL007W	CAP1
cytoskeleton_GO_15_1_mut	YKL048C	ELM1
cytoskeleton_GO_15_1_mut	YKL101W	HSL1
cytoskeleton_GO_15_1_mut	YKR001C	VPS1
cytoskeleton_GO_15_1_mut	YMR109W	MYO5
cytoskeleton_GO_15_1_mut	YNL079C	TPM1
cytoskeleton_GO_15_1_mut	YNL271C	BNI1
cytoskeleton_GO_15_1_mut	YOR109W	INP53
cytoskeleton_GO_15_1_mut	YOR127W	RGA1
cytoskeleton_GO_15_1_mut	YPR119W	CLB2
cytoskeleton_GO_15_1_mut	YPR141C	KAR3
cytoskeleton_GO_30_1_mut	YBL007C	SLA1
cytoskeleton_GO_30_1_mut	YBL047C	EDE1
cytoskeleton_GO_30_1_mut	YBR108W	AIM3
cytoskeleton_GO_30_1_mut	YCL029C	BIK1
cytoskeleton_GO_30_1_mut	YCR009C	RVS161
cytoskeleton_GO_30_1_mut	YDL117W	CYK3
cytoskeleton_GO_30_1_mut	YDR171W	HSP42
cytoskeleton_GO_30_1_mut	YDR388W	RVS167
cytoskeleton_GO_30_1_mut	YDR409W	SIZ1
cytoskeleton_GO_30_1_mut	YDR488C	PAC11
cytoskeleton_GO_30_1_mut	YER016W	BIM1
cytoskeleton_GO_30_1_mut	YGL216W	KIP3
cytoskeleton_GO_30_1_mut	YGR092W	DBF2
cytoskeleton_GO_30_1_mut	YHR114W	BZZ1
cytoskeleton_GO_30_1_mut	YHR129C	ARP1
cytoskeleton_GO_30_1_mut	YIL138C	TPM2
cytoskeleton_GO_30_1_mut	YJR053W	BFA1
cytoskeleton_GO_30_1_mut	YKR054C	DYN1
cytoskeleton_GO_30_1_mut	YKR095W	MLP1
cytoskeleton_GO_30_1_mut	YLL038C	ENT4
cytoskeleton_GO_30_1_mut	YLL049W	LDB18
cytoskeleton_GO_30_1_mut	YLR429W	CRN1
cytoskeleton_GO_30_1_mut	YML124C	TUB3
cytoskeleton_GO_30_1_mut	YMR055C	BUB2
cytoskeleton_GO_30_1_mut	YMR092C	AIP1
cytoskeleton_GO_30_1_mut	YMR198W	CIK1
cytoskeleton_GO_30_1_mut	YMR294W	JNM1
cytoskeleton_GO_30_1_mut	YMR299C	DYN3
cytoskeleton_GO_30_1_mut	YNL106C	INP52
cytoskeleton_GO_30_1_mut	YNL116W	DMA2
cytoskeleton_GO_30_1_mut	YNL233W	BNI4
cytoskeleton_GO_30_1_mut	YOR014W	RTS1
cytoskeleton_GO_30_1_mut	YOR058C	ASE1
cytoskeleton_GO_30_1_mut	YOR195W	SLK19
cytoskeleton_GO_30_1_mut	YOR233W	KIN4
cytoskeleton_GO_30_1_mut	YOR269W	PAC1
cytoskeleton_GO_30_1_mut	YPL017C	IRC15
cytoskeleton_GO_30_1_mut	YPL155C	KIP2
cytoskeleton_GO_30_1_mut	YPL174C	NIP100
cytoskeleton_GO_30_1_mut	YPL192C	PRM3
cytoskeleton_GO_30_1_mut	YPL253C	VIK1
cytoskeleton_GO_30_1_mut	YPL269W	KAR9
cytoskeleton_GO_30_1_mut	YPR174C	YPR174C
microtubule organizing center_GO_15_1_all	YCL029C	BIK1
microtubule organizing center_GO_15_1_all	YDR532C	KRE28
microtubule organizing center_GO_15_1_all	YER016W	BIM1
microtubule organizing center_GO_15_1_all	YGR092W	DBF2
microtubule organizing center_GO_15_1_all	YHR129C	ARP1
microtubule organizing center_GO_15_1_all	YIL149C	MLP2
microtubule organizing center_GO_15_1_all	YJR053W	BFA1
microtubule organizing center_GO_15_1_all	YKR054C	DYN1
microtubule organizing center_GO_15_1_all	YKR095W	MLP1
microtubule organizing center_GO_15_1_all	YLL049W	LDB18
microtubule organizing center_GO_15_1_all	YML124C	TUB3
microtubule organizing center_GO_15_1_all	YMR055C	BUB2
microtubule organizing center_GO_15_1_all	YMR198W	CIK1
microtubule organizing center_GO_15_1_all	YMR294W	JNM1
microtubule organizing center_GO_15_1_all	YOR014W	RTS1
microtubule organizing center_GO_15_1_all	YOR233W	KIN4
microtubule organizing center_GO_15_1_all	YPL174C	NIP100
microtubule organizing center_GO_15_1_all	YPL253C	VIK1
microtubule organizing center_GO_15_1_all	YPL269W	KAR9
microtubule organizing center_GO_15_1_all	YPR141C	KAR3
microtubule organizing center_GO_15_1_mut	YCL029C	BIK1
microtubule organizing center_GO_15_1_mut	YER016W	BIM1
microtubule organizing center_GO_15_1_mut	YGR092W	DBF2
microtubule organizing center_GO_15_1_mut	YHR129C	ARP1
microtubule organizing center_GO_15_1_mut	YJR053W	BFA1
microtubule organizing center_GO_15_1_mut	YKR054C	DYN1
microtubule organizing center_GO_15_1_mut	YKR095W	MLP1
microtubule organizing center_GO_15_1_mut	YLL049W	LDB18
microtubule organizing center_GO_15_1_mut	YML124C	TUB3
microtubule organizing center_GO_15_1_mut	YMR055C	BUB2
microtubule organizing center_GO_15_1_mut	YMR198W	CIK1
microtubule organizing center_GO_15_1_mut	YMR294W	JNM1
microtubule organizing center_GO_15_1_mut	YOR014W	RTS1
microtubule organizing center_GO_15_1_mut	YOR233W	KIN4
microtubule organizing center_GO_15_1_mut	YPL174C	NIP100
microtubule organizing center_GO_15_1_mut	YPL192C	PRM3
microtubule organizing center_GO_15_1_mut	YPL253C	VIK1
microtubule organizing center_GO_15_1_mut	YPL269W	KAR9
microtubule organizing center_GO_15_1_mut	YPR174C	YPR174C
site of polarized growth_GO_15_3_all	YBL085W	BOI1
site of polarized growth_GO_15_3_all	YCL014W	BUD3
site of polarized growth_GO_15_3_all	YCL029C	BIK1
site of polarized growth_GO_15_3_all	YDR150W	NUM1
site of polarized growth_GO_15_3_all	YER114C	BOI2
site of polarized growth_GO_15_3_all	YER120W	SCS2
site of polarized growth_GO_15_3_all	YER144C	UBP5
site of polarized growth_GO_15_3_all	YGR058W	PEF1
site of polarized growth_GO_15_3_all	YHR158C	KEL1
site of polarized growth_GO_15_3_all	YIL138C	TPM2
site of polarized growth_GO_15_3_all	YIL159W	BNR1
site of polarized growth_GO_15_3_all	YJL128C	PBS2
site of polarized growth_GO_15_3_all	YJL157C	FAR1
site of polarized growth_GO_15_3_all	YJL187C	SWE1
site of polarized growth_GO_15_3_all	YJL204C	RCY1
site of polarized growth_GO_15_3_all	YKR055W	RHO4
site of polarized growth_GO_15_3_all	YNL106C	INP52
site of polarized growth_GO_15_3_all	YNL116W	DMA2
site of polarized growth_GO_15_3_all	YNL154C	YCK2
site of polarized growth_GO_15_3_all	YNR031C	SSK2
site of polarized growth_GO_15_3_all	YOR008C	SLG1
site of polarized growth_GO_15_3_all	YOR264W	DSE3
site of polarized growth_GO_15_3_all	YPL269W	KAR9
site of polarized growth_GO_15_2_all	YAR014C	BUD14
site of polarized growth_GO_15_2_all	YBL007C	SLA1
site of polarized growth_GO_15_2_all	YBL047C	EDE1
site of polarized growth_GO_15_2_all	YBL061C	SKT5
site of polarized growth_GO_15_2_all	YBR023C	CHS3
site of polarized growth_GO_15_2_all	YBR200W	BEM1
site of polarized growth_GO_15_2_all	YDL117W	CYK3
site of polarized growth_GO_15_2_all	YDR293C	SSD1
site of polarized growth_GO_15_2_all	YDR508C	GNP1
site of polarized growth_GO_15_2_all	YER155C	BEM2
site of polarized growth_GO_15_2_all	YGR092W	DBF2
site of polarized growth_GO_15_2_all	YGR229C	SMI1
site of polarized growth_GO_15_2_all	YHR142W	CHS7
site of polarized growth_GO_15_2_all	YJR090C	GRR1
site of polarized growth_GO_15_2_all	YKL048C	ELM1
site of polarized growth_GO_15_2_all	YKL079W	SMY1
site of polarized growth_GO_15_2_all	YKL101W	HSL1
site of polarized growth_GO_15_2_all	YLL021W	SPA2
site of polarized growth_GO_15_2_all	YLR110C	CCW12
site of polarized growth_GO_15_2_all	YLR114C	AVL9
site of polarized growth_GO_15_2_all	YLR425W	TUS1
site of polarized growth_GO_15_2_all	YMR273C	ZDS1
site of polarized growth_GO_15_2_all	YNL079C	TPM1
site of polarized growth_GO_15_2_all	YNL233W	BNI4
site of polarized growth_GO_15_2_all	YNL271C	BNI1
site of polarized growth_GO_15_2_all	YOR127W	RGA1
site of polarized growth_GO_15_2_all	YPL115C	BEM3
site of polarized growth_GO_15_2_all	YPL158C	AIM44
site of polarized growth_GO_15_1_all	YBR260C	RGD1
site of polarized growth_GO_15_1_all	YCR009C	RVS161
site of polarized growth_GO_15_1_all	YCR017C	CWH43
site of polarized growth_GO_15_1_all	YCR088W	ABP1
site of polarized growth_GO_15_1_all	YDL135C	RDI1
site of polarized growth_GO_15_1_all	YDR388W	RVS167
site of polarized growth_GO_15_1_all	YDR420W	HKR1
site of polarized growth_GO_15_1_all	YER032W	FIR1
site of polarized growth_GO_15_1_all	YER149C	PEA2
site of polarized growth_GO_15_1_all	YER166W	DNF1
site of polarized growth_GO_15_1_all	YHR030C	SLT2
site of polarized growth_GO_15_1_all	YHR114W	BZZ1
site of polarized growth_GO_15_1_all	YIL095W	PRK1
site of polarized growth_GO_15_1_all	YIR003W	AIM21
site of polarized growth_GO_15_1_all	YJL095W	BCK1
site of polarized growth_GO_15_1_all	YKL007W	CAP1
site of polarized growth_GO_15_1_all	YKL092C	BUD2
site of polarized growth_GO_15_1_all	YKR100C	SKG1
site of polarized growth_GO_15_1_all	YML047C	PRM6
site of polarized growth_GO_15_1_all	YMR092C	AIP1
site of polarized growth_GO_15_1_all	YMR109W	MYO5
site of polarized growth_GO_15_1_all	YNR047W	FPK1
site of polarized growth_GO_15_1_all	YOR014W	RTS1
site of polarized growth_GO_15_1_all	YOR231W	MKK1
