cluster	query_uniq1	query_ORF1
cell wall organization or biogenesis_GO_30_2	PFS1_sn1052	YHR185C
meiotic cell cycle	PFS1_sn1052	YHR185C
meiotic cell cycle_GO_30_2	PFS1_sn1052	YHR185C
sporulation	PFS1_sn1052	YHR185C
sporulation_GO_30_2	PFS1_sn1052	YHR185C
all_queries	PFY1_tsa232	YOR122C
cytoskeletal protein binding	PFY1_tsa232	YOR122C
cytoskeletal protein binding_GO_30_1	PFY1_tsa232	YOR122C
cytoskeleton and microtubules	PFY1_tsa232	YOR122C
cytoskeleton and microtubules_GO_30_1	PFY1_tsa232	YOR122C
cytoskeleton organization	PFY1_tsa232	YOR122C
cytoskeleton organization_GO_30_2	PFY1_tsa232	YOR122C
lipid binding	PFY1_tsa232	YOR122C
lipid binding_GO_30_1	PFY1_tsa232	YOR122C
lipids	PFY1_tsa232	YOR122C
lipids_GO_30_11	PFY1_tsa232	YOR122C
regulation of organelle organization	PFY1_tsa232	YOR122C
regulation of organelle organization_GO_30_7	PFY1_tsa232	YOR122C
all_queries	PFY1_tsa233	YOR122C
cytoskeletal protein binding	PFY1_tsa233	YOR122C
cytoskeletal protein binding_GO_30_1	PFY1_tsa233	YOR122C
cytoskeleton and microtubules	PFY1_tsa233	YOR122C
cytoskeleton and microtubules_GO_30_1	PFY1_tsa233	YOR122C
cytoskeleton organization	PFY1_tsa233	YOR122C
cytoskeleton organization_GO_30_2	PFY1_tsa233	YOR122C
lipid binding	PFY1_tsa233	YOR122C
lipid binding_GO_30_1	PFY1_tsa233	YOR122C
lipids	PFY1_tsa233	YOR122C
lipids_GO_30_11	PFY1_tsa233	YOR122C
regulation of organelle organization	PFY1_tsa233	YOR122C
regulation of organelle organization_GO_30_7	PFY1_tsa233	YOR122C
all_queries	PFY1_tsa429	YOR122C
cytoskeletal protein binding	PFY1_tsa429	YOR122C
cytoskeletal protein binding_GO_30_1	PFY1_tsa429	YOR122C
cytoskeleton and microtubules	PFY1_tsa429	YOR122C
cytoskeleton and microtubules_GO_30_1	PFY1_tsa429	YOR122C
cytoskeleton organization	PFY1_tsa429	YOR122C
cytoskeleton organization_GO_30_2	PFY1_tsa429	YOR122C
lipid binding	PFY1_tsa429	YOR122C
lipid binding_GO_30_1	PFY1_tsa429	YOR122C
lipids	PFY1_tsa429	YOR122C
lipids_GO_30_1	PFY1_tsa429	YOR122C
regulation of organelle organization	PFY1_tsa429	YOR122C
regulation of organelle organization_GO_30_7	PFY1_tsa429	YOR122C
all_queries	PFY1_tsq233	YOR122C
cytoskeletal protein binding	PFY1_tsq233	YOR122C
cytoskeletal protein binding_GO_30_2	PFY1_tsq233	YOR122C
cytoskeleton and microtubules	PFY1_tsq233	YOR122C
cytoskeleton and microtubules_GO_30_5	PFY1_tsq233	YOR122C
cytoskeleton organization	PFY1_tsq233	YOR122C
cytoskeleton organization_GO_30_3	PFY1_tsq233	YOR122C
lipid binding	PFY1_tsq233	YOR122C
lipid binding_GO_30_1	PFY1_tsq233	YOR122C
lipids	PFY1_tsq233	YOR122C
lipids_GO_30_11	PFY1_tsq233	YOR122C
regulation of organelle organization	PFY1_tsq233	YOR122C
regulation of organelle organization_GO_30_7	PFY1_tsq233	YOR122C
all_queries	PGA1_tsq1430	YNL158W
all_queries_30_3	PGA1_tsq1430	YNL158W
endomembrane system	PGA1_tsq1430	YNL158W
endomembrane system_GO_30_1	PGA1_tsq1430	YNL158W
endoplasmic reticulum	PGA1_tsq1430	YNL158W
endoplasmic reticulum_GO_30_1	PGA1_tsq1430	YNL158W
ER	PGA1_tsq1430	YNL158W
ER_GO_30_1	PGA1_tsq1430	YNL158W
Golgi and ER	PGA1_tsq1430	YNL158W
Golgi and ER_GO_30_4	PGA1_tsq1430	YNL158W
lipid metabolic process	PGA1_tsq1430	YNL158W
lipid metabolic process_GO_30_1	PGA1_tsq1430	YNL158W
lipids	PGA1_tsq1430	YNL158W
lipids_GO_30_1	PGA1_tsq1430	YNL158W
metabolic	PGA1_tsq1430	YNL158W
metabolic_GO_30_3	PGA1_tsq1430	YNL158W
protein lipidation	PGA1_tsq1430	YNL158W
protein lipidation_GO_30_1	PGA1_tsq1430	YNL158W
transferase activity, transferring glycosyl groups	PGA1_tsq1430	YNL158W
transferase activity, transferring glycosyl groups_GO_30_1	PGA1_tsq1430	YNL158W
all_queries	PGA3_damp825	YML125C
endomembrane system	PGA3_damp825	YML125C
endomembrane system_GO_30_11	PGA3_damp825	YML125C
endoplasmic reticulum	PGA3_damp825	YML125C
endoplasmic reticulum_GO_30_3	PGA3_damp825	YML125C
ER	PGA3_damp825	YML125C
ER_GO_30_3	PGA3_damp825	YML125C
Golgi and ER	PGA3_damp825	YML125C
Golgi and ER_GO_30_1	PGA3_damp825	YML125C
all_queries	PGA3_tsq1404	YML125C
endomembrane system	PGA3_tsq1404	YML125C
endomembrane system_GO_30_11	PGA3_tsq1404	YML125C
endoplasmic reticulum	PGA3_tsq1404	YML125C
endoplasmic reticulum_GO_30_3	PGA3_tsq1404	YML125C
ER	PGA3_tsq1404	YML125C
ER_GO_30_3	PGA3_tsq1404	YML125C
Golgi and ER	PGA3_tsq1404	YML125C
Golgi and ER_GO_30_1	PGA3_tsq1404	YML125C
all_queries	PGI1_tsq94	YBR196C
all_queries_30_1	PGI1_tsq94	YBR196C
carbohydrate metabolic process	PGI1_tsq94	YBR196C
carbohydrate metabolic process_GO_30_3	PGI1_tsq94	YBR196C
cofactor metabolic process	PGI1_tsq94	YBR196C
cofactor metabolic process_GO_30_2	PGI1_tsq94	YBR196C
generation of precursor metabolites and energy	PGI1_tsq94	YBR196C
generation of precursor metabolites and energy_GO_30_1	PGI1_tsq94	YBR196C
metabolic	PGI1_tsq94	YBR196C
metabolic_GO_30_1	PGI1_tsq94	YBR196C
mitochondria and respiration	PGI1_tsq94	YBR196C
mitochondria and respiration_GO_30_17	PGI1_tsq94	YBR196C
mitochondrion	PGI1_tsq94	YBR196C
mitochondrion_GO_30_1	PGI1_tsq94	YBR196C
monocarboxylic acid metabolic process	PGI1_tsq94	YBR196C
monocarboxylic acid metabolic process_GO_30_4	PGI1_tsq94	YBR196C
nucleobase-containing small molecule metabolic process	PGI1_tsq94	YBR196C
nucleobase-containing small molecule metabolic process_GO_30_1	PGI1_tsq94	YBR196C
all_queries	PGK1_damp254	YCR012W
all_queries_30_12	PGK1_damp254	YCR012W
carbohydrate metabolic process	PGK1_damp254	YCR012W
carbohydrate metabolic process_GO_30_2	PGK1_damp254	YCR012W
cofactor metabolic process	PGK1_damp254	YCR012W
cofactor metabolic process_GO_30_4	PGK1_damp254	YCR012W
generation of precursor metabolites and energy	PGK1_damp254	YCR012W
generation of precursor metabolites and energy_GO_30_2	PGK1_damp254	YCR012W
metabolic	PGK1_damp254	YCR012W
metabolic_GO_30_12	PGK1_damp254	YCR012W
mitochondria and respiration	PGK1_damp254	YCR012W
mitochondria and respiration_GO_30_11	PGK1_damp254	YCR012W
mitochondrion	PGK1_damp254	YCR012W
mitochondrion_GO_30_23	PGK1_damp254	YCR012W
monocarboxylic acid metabolic process	PGK1_damp254	YCR012W
monocarboxylic acid metabolic process_GO_30_4	PGK1_damp254	YCR012W
nucleobase-containing small molecule metabolic process	PGK1_damp254	YCR012W
nucleobase-containing small molecule metabolic process_GO_30_3	PGK1_damp254	YCR012W
all_queries	PGM1_dma2853	YKL127W
all_queries_30_3	PGM1_dma2853	YKL127W
carbohydrate metabolic process	PGM1_dma2853	YKL127W
carbohydrate metabolic process_GO_30_4	PGM1_dma2853	YKL127W
generation of precursor metabolites and energy	PGM1_dma2853	YKL127W
generation of precursor metabolites and energy_GO_30_1	PGM1_dma2853	YKL127W
metabolic	PGM1_dma2853	YKL127W
metabolic_GO_30_3	PGM1_dma2853	YKL127W
all_queries	PGM1_sn2854	YKL127W
all_queries_30_20	PGM1_sn2854	YKL127W
carbohydrate metabolic process	PGM1_sn2854	YKL127W
carbohydrate metabolic process_GO_30_4	PGM1_sn2854	YKL127W
generation of precursor metabolites and energy	PGM1_sn2854	YKL127W
generation of precursor metabolites and energy_GO_30_1	PGM1_sn2854	YKL127W
metabolic	PGM1_sn2854	YKL127W
metabolic_GO_30_20	PGM1_sn2854	YKL127W
all_queries	PGS1_damp9	YCL004W
all_queries_30_12	PGS1_damp9	YCL004W
lipid metabolic process	PGS1_damp9	YCL004W
lipid metabolic process_GO_30_3	PGS1_damp9	YCL004W
lipids	PGS1_damp9	YCL004W
lipids_GO_30_2	PGS1_damp9	YCL004W
metabolic	PGS1_damp9	YCL004W
metabolic_GO_30_12	PGS1_damp9	YCL004W
mitochondria and respiration	PGS1_damp9	YCL004W
mitochondria and respiration_GO_30_24	PGS1_damp9	YCL004W
mitochondrion	PGS1_damp9	YCL004W
mitochondrion_GO_30_5	PGS1_damp9	YCL004W
all_queries	PGU1_dma2743	YJR153W
all_queries_30_5	PGU1_dma2743	YJR153W
carbohydrate metabolic process	PGU1_dma2743	YJR153W
carbohydrate metabolic process_GO_30_1	PGU1_dma2743	YJR153W
metabolic	PGU1_dma2743	YJR153W
metabolic_GO_30_5	PGU1_dma2743	YJR153W
pseudohyphal growth	PGU1_dma2743	YJR153W
pseudohyphal growth_GO_30_1	PGU1_dma2743	YJR153W
all_queries	PGU1_sn975	YJR153W
all_queries_30_6	PGU1_sn975	YJR153W
carbohydrate metabolic process	PGU1_sn975	YJR153W
carbohydrate metabolic process_GO_30_1	PGU1_sn975	YJR153W
metabolic	PGU1_sn975	YJR153W
metabolic_GO_30_6	PGU1_sn975	YJR153W
pseudohyphal growth	PGU1_sn975	YJR153W
pseudohyphal growth_GO_30_2	PGU1_sn975	YJR153W
all_queries	PHA2_sn4423	YNL316C
all_queries_30_15	PHA2_sn4423	YNL316C
cellular amino acid metabolic process	PHA2_sn4423	YNL316C
cellular amino acid metabolic process_GO_30_1	PHA2_sn4423	YNL316C
metabolic	PHA2_sn4423	YNL316C
metabolic_GO_30_15	PHA2_sn4423	YNL316C
all_queries	PHB1_sn436	YGR132C
mitochondria and respiration	PHB1_sn436	YGR132C
mitochondria and respiration_GO_30_16	PHB1_sn436	YGR132C
mitochondrial envelope	PHB1_sn436	YGR132C
mitochondrial envelope_GO_30_1	PHB1_sn436	YGR132C
mitochondrion	PHB1_sn436	YGR132C
mitochondrion organization	PHB1_sn436	YGR132C
mitochondrion organization_GO_30_5	PHB1_sn436	YGR132C
organelle inheritance	PHB1_sn436	YGR132C
organelle inheritance_GO_30_1	PHB1_sn436	YGR132C
all_queries	PHB2_dma1987	YGR231C
mitochondria and respiration	PHB2_dma1987	YGR231C
mitochondria and respiration_GO_30_22	PHB2_dma1987	YGR231C
mitochondrial envelope	PHB2_dma1987	YGR231C
mitochondrial envelope_GO_30_2	PHB2_dma1987	YGR231C
mitochondrion	PHB2_dma1987	YGR231C
mitochondrion organization	PHB2_dma1987	YGR231C
mitochondrion organization_GO_30_4	PHB2_dma1987	YGR231C
mitochondrion_GO_30_18	PHB2_dma1987	YGR231C
organelle inheritance	PHB2_dma1987	YGR231C
organelle inheritance_GO_30_1	PHB2_dma1987	YGR231C
all_queries	PHB2_sn437	YGR231C
mitochondria and respiration	PHB2_sn437	YGR231C
mitochondria and respiration_GO_30_16	PHB2_sn437	YGR231C
mitochondrial envelope	PHB2_sn437	YGR231C
mitochondrial envelope_GO_30_1	PHB2_sn437	YGR231C
mitochondrion	PHB2_sn437	YGR231C
mitochondrion organization	PHB2_sn437	YGR231C
mitochondrion organization_GO_30_5	PHB2_sn437	YGR231C
organelle inheritance	PHB2_sn437	YGR231C
organelle inheritance_GO_30_1	PHB2_sn437	YGR231C
all_queries	PHD1_sn1975	YKL043W
nucleic acid binding transcription factor activity	PHD1_sn1975	YKL043W
nucleic acid binding transcription factor activity_GO_30_3	PHD1_sn1975	YKL043W
pseudohyphal growth	PHD1_sn1975	YKL043W
pseudohyphal growth_GO_30_1	PHD1_sn1975	YKL043W
transcription	PHD1_sn1975	YKL043W
transcription and mRNA processing	PHD1_sn1975	YKL043W
transcription and mRNA processing_GO_30_6	PHD1_sn1975	YKL043W
transcription from RNA polymerase II promoter	PHD1_sn1975	YKL043W
transcription from RNA polymerase II promoter_GO_30_11	PHD1_sn1975	YKL043W
transcription_GO_30_1	PHD1_sn1975	YKL043W
all_queries	PHM6_dma1043	YDR281C
vacuole	PHM6_dma1043	YDR281C
vacuole_GO_30_1	PHM6_dma1043	YDR281C
vacuoles	PHM6_dma1043	YDR281C
vacuoles_GO_30_8	PHM6_dma1043	YDR281C
all_queries	PHM6_sn2780	YDR281C
vacuole	PHM6_sn2780	YDR281C
vacuole_GO_30_10	PHM6_sn2780	YDR281C
vacuoles	PHM6_sn2780	YDR281C
vacuoles_GO_30_5	PHM6_sn2780	YDR281C
all_queries	PHM7_dma4359	YOL084W
endomembrane system	PHM7_dma4359	YOL084W
endomembrane system_GO_30_7	PHM7_dma4359	YOL084W
endoplasmic reticulum	PHM7_dma4359	YOL084W
ER	PHM7_dma4359	YOL084W
Golgi and ER	PHM7_dma4359	YOL084W
Golgi and ER_GO_30_5	PHM7_dma4359	YOL084W
vacuole	PHM7_dma4359	YOL084W
vacuole_GO_30_7	PHM7_dma4359	YOL084W
vacuoles	PHM7_dma4359	YOL084W
vacuoles_GO_30_6	PHM7_dma4359	YOL084W
all_queries	PHM7_sn2781	YOL084W
endomembrane system	PHM7_sn2781	YOL084W
endomembrane system_GO_30_6	PHM7_sn2781	YOL084W
endoplasmic reticulum	PHM7_sn2781	YOL084W
endoplasmic reticulum_GO_30_2	PHM7_sn2781	YOL084W
ER	PHM7_sn2781	YOL084W
ER_GO_30_2	PHM7_sn2781	YOL084W
Golgi and ER	PHM7_sn2781	YOL084W
Golgi and ER_GO_30_19	PHM7_sn2781	YOL084W
vacuole	PHM7_sn2781	YOL084W
vacuole_GO_30_8	PHM7_sn2781	YOL084W
vacuoles	PHM7_sn2781	YOL084W
vacuoles_GO_30_5	PHM7_sn2781	YOL084W
all_queries	PHM8_sn3540	YER037W
all_queries_30_12	PHM8_sn3540	YER037W
metabolic	PHM8_sn3540	YER037W
metabolic_GO_30_12	PHM8_sn3540	YER037W
nucleobase-containing small molecule metabolic process	PHM8_sn3540	YER037W
nucleobase-containing small molecule metabolic process_GO_30_2	PHM8_sn3540	YER037W
response to starvation	PHM8_sn3540	YER037W
all_queries	PHO11_sn2924	YAR071W
all_queries	PHO13_dma825	YDL236W
all_queries_30_18	PHO13_dma825	YDL236W
carbohydrate metabolic process	PHO13_dma825	YDL236W
carbohydrate metabolic process_GO_30_1	PHO13_dma825	YDL236W
metabolic	PHO13_dma825	YDL236W
metabolic_GO_30_18	PHO13_dma825	YDL236W
all_queries	PHO13_sn1522	YDL236W
all_queries_30_18	PHO13_sn1522	YDL236W
carbohydrate metabolic process	PHO13_sn1522	YDL236W
carbohydrate metabolic process_GO_30_1	PHO13_sn1522	YDL236W
metabolic	PHO13_sn1522	YDL236W
metabolic_GO_30_18	PHO13_sn1522	YDL236W
all_queries	PHO2_dma688	YDL106C
all_queries_30_21	PHO2_dma688	YDL106C
cellular amino acid metabolic process	PHO2_dma688	YDL106C
cellular amino acid metabolic process_GO_30_2	PHO2_dma688	YDL106C
chromatin	PHO2_dma688	YDL106C
chromatin organization	PHO2_dma688	YDL106C
chromatin organization_GO_30_3	PHO2_dma688	YDL106C
chromatin_GO_30_2	PHO2_dma688	YDL106C
metabolic	PHO2_dma688	YDL106C
metabolic_GO_30_21	PHO2_dma688	YDL106C
nucleic acid binding transcription factor activity	PHO2_dma688	YDL106C
nucleic acid binding transcription factor activity_GO_30_1	PHO2_dma688	YDL106C
nucleobase-containing small molecule metabolic process	PHO2_dma688	YDL106C
nucleobase-containing small molecule metabolic process_GO_30_2	PHO2_dma688	YDL106C
transcription	PHO2_dma688	YDL106C
transcription and mRNA processing	PHO2_dma688	YDL106C
transcription and mRNA processing_GO_30_27	PHO2_dma688	YDL106C
transcription from RNA polymerase II promoter	PHO2_dma688	YDL106C
transcription from RNA polymerase II promoter_GO_30_5	PHO2_dma688	YDL106C
transcription_GO_30_4	PHO2_dma688	YDL106C
all_queries	PHO2_sn2122	YDL106C
all_queries_30_21	PHO2_sn2122	YDL106C
cellular amino acid metabolic process	PHO2_sn2122	YDL106C
cellular amino acid metabolic process_GO_30_2	PHO2_sn2122	YDL106C
chromatin	PHO2_sn2122	YDL106C
chromatin organization	PHO2_sn2122	YDL106C
chromatin organization_GO_30_3	PHO2_sn2122	YDL106C
chromatin_GO_30_2	PHO2_sn2122	YDL106C
metabolic	PHO2_sn2122	YDL106C
metabolic_GO_30_21	PHO2_sn2122	YDL106C
nucleic acid binding transcription factor activity	PHO2_sn2122	YDL106C
nucleic acid binding transcription factor activity_GO_30_1	PHO2_sn2122	YDL106C
nucleobase-containing small molecule metabolic process	PHO2_sn2122	YDL106C
nucleobase-containing small molecule metabolic process_GO_30_2	PHO2_sn2122	YDL106C
transcription	PHO2_sn2122	YDL106C
transcription and mRNA processing	PHO2_sn2122	YDL106C
transcription and mRNA processing_GO_30_27	PHO2_sn2122	YDL106C
transcription from RNA polymerase II promoter	PHO2_sn2122	YDL106C
transcription from RNA polymerase II promoter_GO_30_5	PHO2_sn2122	YDL106C
transcription_GO_30_4	PHO2_sn2122	YDL106C
all_queries	PHO23_dma4020	YNL097C
chromatin	PHO23_dma4020	YNL097C
chromatin organization	PHO23_dma4020	YNL097C
chromatin organization_GO_30_1	PHO23_dma4020	YNL097C
chromatin_GO_30_11	PHO23_dma4020	YNL097C
chromosome	PHO23_dma4020	YNL097C
chromosome_GO_30_1	PHO23_dma4020	YNL097C
histone binding	PHO23_dma4020	YNL097C
histone binding_GO_30_1	PHO23_dma4020	YNL097C
invasive growth in response to glucose limitation	PHO23_dma4020	YNL097C
invasive growth in response to glucose limitation_GO_30_2	PHO23_dma4020	YNL097C
response to heat	PHO23_dma4020	YNL097C
response to heat_GO_30_1	PHO23_dma4020	YNL097C
transcription	PHO23_dma4020	YNL097C
transcription and mRNA processing	PHO23_dma4020	YNL097C
transcription and mRNA processing_GO_30_10	PHO23_dma4020	YNL097C
transcription from RNA polymerase I promoter	PHO23_dma4020	YNL097C
transcription from RNA polymerase I promoter_GO_30_2	PHO23_dma4020	YNL097C
transcription from RNA polymerase II promoter	PHO23_dma4020	YNL097C
transcription from RNA polymerase II promoter_GO_30_11	PHO23_dma4020	YNL097C
transcription_GO_30_2	PHO23_dma4020	YNL097C
all_queries	PHO23_sn1191	YNL097C
chromatin	PHO23_sn1191	YNL097C
chromatin organization	PHO23_sn1191	YNL097C
chromatin organization_GO_30_1	PHO23_sn1191	YNL097C
chromatin_GO_30_11	PHO23_sn1191	YNL097C
chromosome	PHO23_sn1191	YNL097C
chromosome_GO_30_1	PHO23_sn1191	YNL097C
histone binding	PHO23_sn1191	YNL097C
histone binding_GO_30_1	PHO23_sn1191	YNL097C
invasive growth in response to glucose limitation	PHO23_sn1191	YNL097C
invasive growth in response to glucose limitation_GO_30_2	PHO23_sn1191	YNL097C
response to heat	PHO23_sn1191	YNL097C
response to heat_GO_30_1	PHO23_sn1191	YNL097C
transcription	PHO23_sn1191	YNL097C
transcription and mRNA processing	PHO23_sn1191	YNL097C
transcription and mRNA processing_GO_30_10	PHO23_sn1191	YNL097C
transcription from RNA polymerase I promoter	PHO23_sn1191	YNL097C
transcription from RNA polymerase I promoter_GO_30_2	PHO23_sn1191	YNL097C
transcription from RNA polymerase II promoter	PHO23_sn1191	YNL097C
transcription from RNA polymerase II promoter_GO_30_11	PHO23_sn1191	YNL097C
transcription_GO_30_2	PHO23_sn1191	YNL097C
all_queries	PHO4_dma1561	YFR034C
chromatin	PHO4_dma1561	YFR034C
chromatin organization	PHO4_dma1561	YFR034C
chromatin organization_GO_30_6	PHO4_dma1561	YFR034C
chromatin_GO_30_6	PHO4_dma1561	YFR034C
nucleic acid binding transcription factor activity	PHO4_dma1561	YFR034C
nucleic acid binding transcription factor activity_GO_30_1	PHO4_dma1561	YFR034C
response to starvation	PHO4_dma1561	YFR034C
response to starvation_GO_30_1	PHO4_dma1561	YFR034C
transcription	PHO4_dma1561	YFR034C
transcription and mRNA processing	PHO4_dma1561	YFR034C
transcription and mRNA processing_GO_30_11	PHO4_dma1561	YFR034C
transcription from RNA polymerase II promoter	PHO4_dma1561	YFR034C
transcription from RNA polymerase II promoter_GO_30_1	PHO4_dma1561	YFR034C
transcription_GO_30_10	PHO4_dma1561	YFR034C
all_queries	PHO4_sn1914	YFR034C
chromatin	PHO4_sn1914	YFR034C
chromatin organization	PHO4_sn1914	YFR034C
chromatin organization_GO_30_1	PHO4_sn1914	YFR034C
chromatin_GO_30_2	PHO4_sn1914	YFR034C
nucleic acid binding transcription factor activity	PHO4_sn1914	YFR034C
nucleic acid binding transcription factor activity_GO_30_2	PHO4_sn1914	YFR034C
response to starvation	PHO4_sn1914	YFR034C
response to starvation_GO_30_1	PHO4_sn1914	YFR034C
transcription	PHO4_sn1914	YFR034C
transcription and mRNA processing	PHO4_sn1914	YFR034C
transcription and mRNA processing_GO_30_5	PHO4_sn1914	YFR034C
transcription from RNA polymerase II promoter	PHO4_sn1914	YFR034C
transcription from RNA polymerase II promoter_GO_30_8	PHO4_sn1914	YFR034C
transcription_GO_30_14	PHO4_sn1914	YFR034C
all_queries	PHO5_sn2925	YBR093C
cell wall	PHO5_sn2925	YBR093C
cell wall_GO_30_1	PHO5_sn2925	YBR093C
response to starvation	PHO5_sn2925	YBR093C
response to starvation_GO_30_1	PHO5_sn2925	YBR093C
all_queries	PHO8_dma1211	YDR481C
all_queries_30_4	PHO8_dma1211	YDR481C
cofactor metabolic process	PHO8_dma1211	YDR481C
cofactor metabolic process_GO_30_3	PHO8_dma1211	YDR481C
metabolic	PHO8_dma1211	YDR481C
metabolic_GO_30_4	PHO8_dma1211	YDR481C
nucleobase-containing small molecule metabolic process	PHO8_dma1211	YDR481C
nucleobase-containing small molecule metabolic process_GO_30_1	PHO8_dma1211	YDR481C
vacuole	PHO8_dma1211	YDR481C
vacuole_GO_30_3	PHO8_dma1211	YDR481C
vacuoles	PHO8_dma1211	YDR481C
vacuoles_GO_30_3	PHO8_dma1211	YDR481C
all_queries	PHO80_dma4274	YOL001W
cell cycle	PHO80_dma4274	YOL001W
cell cycle_GO_30_5	PHO80_dma4274	YOL001W
cellular ion homeostasis	PHO80_dma4274	YOL001W
cellular ion homeostasis_GO_30_1	PHO80_dma4274	YOL001W
membrane fusion	PHO80_dma4274	YOL001W
membrane fusion_GO_30_3	PHO80_dma4274	YOL001W
organelle fusion	PHO80_dma4274	YOL001W
organelle fusion_GO_30_1	PHO80_dma4274	YOL001W
regulation of cell cycle	PHO80_dma4274	YOL001W
regulation of cell cycle_GO_30_5	PHO80_dma4274	YOL001W
regulation of protein modification process	PHO80_dma4274	YOL001W
regulation of protein modification process_GO_30_1	PHO80_dma4274	YOL001W
transcription	PHO80_dma4274	YOL001W
transcription and mRNA processing	PHO80_dma4274	YOL001W
transcription and mRNA processing_GO_30_1	PHO80_dma4274	YOL001W
transcription from RNA polymerase II promoter	PHO80_dma4274	YOL001W
transcription from RNA polymerase II promoter_GO_30_4	PHO80_dma4274	YOL001W
transcription_GO_30_7	PHO80_dma4274	YOL001W
vacuole organization	PHO80_dma4274	YOL001W
vacuole organization_GO_30_1	PHO80_dma4274	YOL001W
vacuoles	PHO80_dma4274	YOL001W
vacuoles_GO_30_2	PHO80_dma4274	YOL001W
all_queries	PHO80_sn1978	YOL001W
cell cycle	PHO80_sn1978	YOL001W
cell cycle_GO_30_5	PHO80_sn1978	YOL001W
cellular ion homeostasis	PHO80_sn1978	YOL001W
cellular ion homeostasis_GO_30_2	PHO80_sn1978	YOL001W
membrane fusion	PHO80_sn1978	YOL001W
membrane fusion_GO_30_2	PHO80_sn1978	YOL001W
organelle fusion	PHO80_sn1978	YOL001W
organelle fusion_GO_30_1	PHO80_sn1978	YOL001W
regulation of cell cycle	PHO80_sn1978	YOL001W
regulation of cell cycle_GO_30_5	PHO80_sn1978	YOL001W
regulation of protein modification process	PHO80_sn1978	YOL001W
regulation of protein modification process_GO_30_1	PHO80_sn1978	YOL001W
transcription	PHO80_sn1978	YOL001W
transcription and mRNA processing	PHO80_sn1978	YOL001W
transcription and mRNA processing_GO_30_4	PHO80_sn1978	YOL001W
transcription from RNA polymerase II promoter	PHO80_sn1978	YOL001W
transcription from RNA polymerase II promoter_GO_30_7	PHO80_sn1978	YOL001W
transcription_GO_30_1	PHO80_sn1978	YOL001W
vacuole organization	PHO80_sn1978	YOL001W
vacuole organization_GO_30_2	PHO80_sn1978	YOL001W
vacuoles	PHO80_sn1978	YOL001W
vacuoles_GO_30_2	PHO80_sn1978	YOL001W
all_queries	PHO81_dma1986	YGR233C
all_queries	PHO84_dma3620	YML123C
endomembrane system	PHO84_dma3620	YML123C
endomembrane system_GO_30_7	PHO84_dma3620	YML123C
endoplasmic reticulum	PHO84_dma3620	YML123C
endoplasmic reticulum_GO_30_11	PHO84_dma3620	YML123C
ER	PHO84_dma3620	YML123C
ER_GO_30_11	PHO84_dma3620	YML123C
Golgi and ER	PHO84_dma3620	YML123C
Golgi and ER_GO_30_2	PHO84_dma3620	YML123C
ion transport	PHO84_dma3620	YML123C
ion transport_GO_30_3	PHO84_dma3620	YML123C
transmembrane transport	PHO84_dma3620	YML123C
transmembrane transport_GO_30_1	PHO84_dma3620	YML123C
transmembrane transporter activity	PHO84_dma3620	YML123C
transmembrane transporter activity_GO_30_1	PHO84_dma3620	YML123C
vacuole	PHO84_dma3620	YML123C
vacuole_GO_30_5	PHO84_dma3620	YML123C
vacuoles	PHO84_dma3620	YML123C
vacuoles_GO_30_1	PHO84_dma3620	YML123C
all_queries	PHO84_sn2217	YML123C
endomembrane system	PHO84_sn2217	YML123C
endomembrane system_GO_30_6	PHO84_sn2217	YML123C
endoplasmic reticulum	PHO84_sn2217	YML123C
endoplasmic reticulum_GO_30_2	PHO84_sn2217	YML123C
ER	PHO84_sn2217	YML123C
ER_GO_30_2	PHO84_sn2217	YML123C
Golgi and ER	PHO84_sn2217	YML123C
Golgi and ER_GO_30_19	PHO84_sn2217	YML123C
ion transport	PHO84_sn2217	YML123C
ion transport_GO_30_1	PHO84_sn2217	YML123C
transmembrane transport	PHO84_sn2217	YML123C
transmembrane transport_GO_30_6	PHO84_sn2217	YML123C
transmembrane transporter activity	PHO84_sn2217	YML123C
transmembrane transporter activity_GO_30_4	PHO84_sn2217	YML123C
vacuole	PHO84_sn2217	YML123C
vacuole_GO_30_8	PHO84_sn2217	YML123C
vacuoles	PHO84_sn2217	YML123C
vacuoles_GO_30_2	PHO84_sn2217	YML123C
all_queries	PHO85_sn2933	YPL031C
all_queries_30_14	PHO85_sn2933	YPL031C
carbohydrate metabolic process	PHO85_sn2933	YPL031C
carbohydrate metabolic process_GO_30_4	PHO85_sn2933	YPL031C
cell cycle	PHO85_sn2933	YPL031C
cell cycle_GO_30_4	PHO85_sn2933	YPL031C
cell wall organization or biogenesis	PHO85_sn2933	YPL031C
cell wall organization or biogenesis_GO_30_5	PHO85_sn2933	YPL031C
cellular response to DNA damage stimulus	PHO85_sn2933	YPL031C
cellular response to DNA damage stimulus_GO_30_6	PHO85_sn2933	YPL031C
generation of precursor metabolites and energy	PHO85_sn2933	YPL031C
generation of precursor metabolites and energy_GO_30_1	PHO85_sn2933	YPL031C
lipid metabolic process	PHO85_sn2933	YPL031C
lipid metabolic process_GO_30_5	PHO85_sn2933	YPL031C
lipids	PHO85_sn2933	YPL031C
lipids_GO_30_6	PHO85_sn2933	YPL031C
metabolic	PHO85_sn2933	YPL031C
metabolic_GO_30_14	PHO85_sn2933	YPL031C
mitotic cell cycle	PHO85_sn2933	YPL031C
