ORF	Gene	term
YGR214W	RPS0A	rRNA processing
YGR214W	RPS0A	ribosomal small subunit biogenesis
YGR214W	RPS0A	ribosome assembly
YGR215W	RSM27	ribosome
YGR215W	RSM27	structural constituent of ribosome
YGR215W	RSM27	mitochondrial translation
YGR218W	CRM1	ribosomal subunit export from nucleus
YGR220C	MRPL9	ribosome
YGR220C	MRPL9	structural constituent of ribosome
YGR220C	MRPL9	mitochondrial translation
YGR222W	PET54	mitochondrial translation
YGR222W	PET54	regulation of translation
YGR242W	YGR242W	ribosome
YGR245C	SDA1	ribosomal large subunit biogenesis
YGR245C	SDA1	ribosomal subunit export from nucleus
YGR251W	NOP19	rRNA processing
YGR251W	NOP19	ribosomal small subunit biogenesis
YGR264C	MES1	tRNA aminoacylation for protein translation
YGR271C-A	EFG1	rRNA processing
YGR271C-A	EFG1	ribosomal small subunit biogenesis
YGR271W	SLH1	ribosome
YGR271W	SLH1	cytoplasmic translation
YGR271W	SLH1	regulation of translation
YGR276C	RNH70	rRNA processing
YGR276C	RNH70	tRNA processing
YGR280C	PXR1	snoRNA processing
YGR283C	YGR283C	ribosome
YGR285C	ZUO1	ribosome
YGR285C	ZUO1	rRNA processing
YGR285C	ZUO1	regulation of translation
YGR285C	ZUO1	ribosomal subunit export from nucleus
YGR285C	ZUO1	translational elongation
YGR287C	IMA1	ribosome
YHL001W	RPL14B	ribosome
YHL001W	RPL14B	structural constituent of ribosome
YHL001W	RPL14B	cytoplasmic translation
YHL004W	MRP4	ribosome
YHL004W	MRP4	structural constituent of ribosome
YHL004W	MRP4	mitochondrial translation
YHL013C	OTU2	ribosome
YHL015W	RPS20	ribosome
YHL015W	RPS20	structural constituent of ribosome
YHL015W	RPS20	cytoplasmic translation
YHL015W	RPS20	rRNA processing
YHL015W	RPS20	ribosomal small subunit biogenesis
YHL025W	SNF6	rRNA processing
YHL025W	SNF6	ribosomal large subunit biogenesis
YHL033C	RPL8A	ribosome
YHL033C	RPL8A	structural constituent of ribosome
YHL033C	RPL8A	cytoplasmic translation
YHL033C	RPL8A	rRNA processing
YHL033C	RPL8A	ribosomal large subunit biogenesis
YHL034C	SBP1	regulation of translation
YHL035C	VMR1	ribosome
YHR003C	TCD1	tRNA processing
YHR010W	RPL27A	ribosome
YHR010W	RPL27A	structural constituent of ribosome
YHR010W	RPL27A	cytoplasmic translation
YHR011W	DIA4	mitochondrial translation
YHR011W	DIA4	tRNA aminoacylation for protein translation
YHR013C	ARD1	ribosome
YHR019C	DED81	tRNA aminoacylation for protein translation
YHR020W	YHR020W	ribosome
YHR020W	YHR020W	tRNA aminoacylation for protein translation
YHR021C	RPS27B	ribosome
YHR021C	RPS27B	structural constituent of ribosome
YHR021C	RPS27B	cytoplasmic translation
YHR021C	RPS27B	rRNA processing
YHR021C	RPS27B	ribosomal small subunit biogenesis
YHR021C	RPS27B	ribosome assembly
YHR034C	PIH1	rRNA processing
YHR038W	RRF1	translation factor activity, RNA binding
YHR038W	RRF1	mitochondrial translation
YHR062C	RPP1	rRNA processing
YHR062C	RPP1	snoRNA processing
YHR062C	RPP1	tRNA processing
YHR064C	SSZ1	cytoplasmic translation
YHR064C	SSZ1	rRNA processing
YHR064C	SSZ1	regulation of translation
YHR064C	SSZ1	translational elongation
YHR065C	RRP3	rRNA processing
YHR065C	RRP3	ribosomal small subunit biogenesis
YHR066W	SSF1	rRNA binding
YHR066W	SSF1	rRNA processing
YHR066W	SSF1	ribosomal large subunit biogenesis
YHR066W	SSF1	ribosome assembly
YHR069C	RRP4	rRNA processing
YHR069C	RRP4	snoRNA processing
YHR070W	TRM5	tRNA processing
YHR072W-A	NOP10	rRNA processing
YHR075C	PPE1	ribosome
YHR075C	PPE1	structural constituent of ribosome
YHR075C	PPE1	mitochondrial translation
YHR080C	LAM4	ribosome
YHR081W	LRP1	rRNA processing
YHR081W	LRP1	snoRNA processing
YHR085W	IPI1	rRNA processing
YHR085W	IPI1	ribosomal large subunit biogenesis
YHR085W	IPI1	ribosome assembly
YHR088W	RPF1	rRNA binding
YHR088W	RPF1	rRNA processing
YHR088W	RPF1	ribosomal large subunit biogenesis
YHR088W	RPF1	ribosomal subunit export from nucleus
YHR088W	RPF1	ribosome assembly
YHR091C	MSR1	mitochondrial translation
YHR091C	MSR1	tRNA aminoacylation for protein translation
YHR111W	UBA4	tRNA processing
YHR113W	APE4	ribosome
YHR121W	LSM12	ribosome
YHR141C	RPL42B	ribosome
YHR141C	RPL42B	structural constituent of ribosome
YHR141C	RPL42B	cytoplasmic translation
YHR147C	MRPL6	ribosome
YHR147C	MRPL6	structural constituent of ribosome
YHR147C	MRPL6	mitochondrial translation
YHR148W	IMP3	rRNA processing
YHR148W	IMP3	ribosomal small subunit biogenesis
YHR168W	MTG2	cytoplasmic translation
YHR169W	DBP8	rRNA processing
YHR169W	DBP8	ribosomal small subunit biogenesis
YHR170W	NMD3	ribosome
YHR170W	NMD3	ribosomal subunit export from nucleus
YHR187W	IKI1	tRNA processing
YHR189W	PTH1	mitochondrial translation
YHR196W	UTP9	rRNA processing
YHR196W	UTP9	ribosomal small subunit biogenesis
YHR197W	RIX1	rRNA processing
YHR197W	RIX1	ribosomal large subunit biogenesis
YHR197W	RIX1	ribosomal subunit export from nucleus
YHR197W	RIX1	ribosome assembly
YHR203C	RPS4B	ribosome
YHR203C	RPS4B	structural constituent of ribosome
YHR203C	RPS4B	cytoplasmic translation
YIL003W	CFD1	tRNA processing
YIL008W	URM1	tRNA processing
YIL016W	SNL1	ribosome
YIL018W	RPL2B	ribosome
YIL018W	RPL2B	structural constituent of ribosome
YIL018W	RPL2B	cytoplasmic translation
YIL019W	FAF1	rRNA processing
YIL019W	FAF1	ribosomal small subunit biogenesis
YIL051C	MMF1	mitochondrial translation
YIL052C	RPL34B	ribosome
YIL052C	RPL34B	structural constituent of ribosome
YIL052C	RPL34B	cytoplasmic translation
YIL063C	YRB2	ribosomal subunit export from nucleus
YIL069C	RPS24B	ribosome
YIL069C	RPS24B	structural constituent of ribosome
YIL069C	RPS24B	cytoplasmic translation
YIL069C	RPS24B	rRNA processing
YIL069C	RPS24B	ribosomal small subunit biogenesis
YIL070C	MAM33	mitochondrial translation
YIL070C	MAM33	regulation of translation
YIL078W	THS1	tRNA aminoacylation for protein translation
YIL091C	UTP25	rRNA binding
YIL091C	UTP25	rRNA processing
YIL091C	UTP25	ribosomal small subunit biogenesis
YIL093C	RSM25	ribosome
YIL093C	RSM25	structural constituent of ribosome
YIL093C	RSM25	mitochondrial translation
YIL096C	BMT5	rRNA processing
YIL115C	NUP159	ribosomal subunit export from nucleus
YIL133C	RPL16A	ribosome
YIL133C	RPL16A	structural constituent of ribosome
YIL133C	RPL16A	cytoplasmic translation
YIL137C	TMA108	ribosome
YIL137C	TMA108	cytoplasmic translation
YIL137C	TMA108	regulation of translation
YIL148W	RPL40A	ribosome
YIL148W	RPL40A	structural constituent of ribosome
YIL148W	RPL40A	cytoplasmic translation
YIL148W	RPL40A	ribosomal large subunit biogenesis
YIL148W	RPL40A	ribosomal subunit export from nucleus
YIL148W	RPL40A	ribosome assembly
YIR003W	AIM21	ribosome
YIR012W	SQT1	ribosome
YIR012W	SQT1	ribosomal large subunit biogenesis
YIR012W	SQT1	ribosome assembly
YIR015W	RPR2	snoRNA processing
YIR015W	RPR2	tRNA processing
YIR026C	YVH1	ribosomal large subunit biogenesis
YIR026C	YVH1	ribosome assembly
YJL006C	CTK2	regulation of translation
YJL006C	CTK2	translational elongation
YJL010C	NOP9	rRNA processing
YJL010C	NOP9	ribosomal small subunit biogenesis
YJL010C	NOP9	ribosomal subunit export from nucleus
YJL028W	YJL028W	ribosome
YJL033W	HCA4	rRNA processing
YJL035C	TAD2	tRNA processing
YJL041W	NSP1	ribosomal subunit export from nucleus
YJL050W	MTR4	rRNA processing
YJL050W	MTR4	snoRNA processing
YJL061W	NUP82	ribosomal subunit export from nucleus
YJL062W-A	COA3	mitochondrial translation
YJL062W-A	COA3	regulation of translation
YJL063C	MRPL8	ribosome
YJL063C	MRPL8	structural constituent of ribosome
YJL063C	MRPL8	mitochondrial translation
YJL069C	UTP18	rRNA processing
YJL069C	UTP18	ribosomal small subunit biogenesis
YJL087C	TRL1	regulation of translation
YJL087C	TRL1	tRNA processing
YJL096W	MRPL49	ribosome
YJL096W	MRPL49	structural constituent of ribosome
YJL096W	MRPL49	mitochondrial translation
YJL098W	SAP185	tRNA processing
YJL102W	MEF2	mitochondrial translation
YJL109C	UTP10	rRNA processing
YJL109C	UTP10	ribosomal small subunit biogenesis
YJL118W	YJL118W	ribosome
YJL122W	ALB1	ribosome
YJL122W	ALB1	ribosomal large subunit biogenesis
YJL123C	MTC1	ribosome
YJL125C	GCD14	tRNA processing
YJL131C	AIM23	translation factor activity, RNA binding
YJL131C	AIM23	mitochondrial translation
YJL131C	AIM23	translational initiation
YJL136C	RPS21B	ribosome
YJL136C	RPS21B	structural constituent of ribosome
YJL136C	RPS21B	cytoplasmic translation
YJL136C	RPS21B	rRNA processing
YJL136C	RPS21B	ribosomal small subunit biogenesis
YJL138C	TIF2	ribosome
YJL138C	TIF2	translation factor activity, RNA binding
YJL138C	TIF2	regulation of translation
YJL138C	TIF2	translational initiation
YJL140W	RPB4	regulation of translation
YJL140W	RPB4	translational initiation
YJL177W	RPL17B	ribosome
YJL177W	RPL17B	structural constituent of ribosome
YJL177W	RPL17B	cytoplasmic translation
YJL177W	RPL17B	rRNA processing
YJL177W	RPL17B	ribosomal large subunit biogenesis
YJL189W	RPL39	ribosome
YJL189W	RPL39	structural constituent of ribosome
YJL189W	RPL39	cytoplasmic translation
YJL190C	RPS22A	ribosome
YJL190C	RPS22A	structural constituent of ribosome
YJL190C	RPS22A	cytoplasmic translation
YJL191W	RPS14B	ribosome
YJL191W	RPS14B	rRNA binding
YJL191W	RPS14B	structural constituent of ribosome
YJL191W	RPS14B	cytoplasmic translation
YJL191W	RPS14B	rRNA processing
YJL191W	RPS14B	ribosomal small subunit biogenesis
YJL191W	RPS14B	ribosome assembly
YJL207C	LAA1	ribosome
YJL213W	YJL213W	ribosome
YJR002W	MPP10	rRNA processing
YJR002W	MPP10	ribosomal small subunit biogenesis
YJR007W	SUI2	ribosome
YJR007W	SUI2	translation factor activity, RNA binding
YJR007W	SUI2	translational initiation
YJR014W	TMA22	ribosome
YJR042W	NUP85	ribosomal subunit export from nucleus
YJR047C	ANB1	ribosome
YJR047C	ANB1	translation factor activity, RNA binding
YJR047C	ANB1	regulation of translation
YJR047C	ANB1	translational elongation
YJR055W	HIT1	rRNA processing
YJR055W	HIT1	ribosomal large subunit biogenesis
YJR066W	TOR1	translational initiation
YJR067C	YAE1	ribosomal large subunit biogenesis
YJR067C	YAE1	translational initiation
YJR094W-A	RPL43B	ribosome
YJR094W-A	RPL43B	structural constituent of ribosome
YJR094W-A	RPL43B	cytoplasmic translation
YJR101W	RSM26	ribosome
YJR101W	RSM26	structural constituent of ribosome
YJR101W	RSM26	mitochondrial translation
YJR113C	RSM7	ribosome
YJR113C	RSM7	structural constituent of ribosome
YJR113C	RSM7	mitochondrial translation
YJR123W	RPS5	ribosome
YJR123W	RPS5	structural constituent of ribosome
YJR123W	RPS5	cytoplasmic translation
YJR123W	RPS5	regulation of translation
YJR123W	RPS5	translational elongation
YJR145C	RPS4A	ribosome
YJR145C	RPS4A	structural constituent of ribosome
YJR145C	RPS4A	cytoplasmic translation
YKL003C	MRP17	ribosome
YKL003C	MRP17	structural constituent of ribosome
YKL003C	MRP17	mitochondrial translation
YKL006W	RPL14A	ribosome
YKL006W	RPL14A	structural constituent of ribosome
YKL006W	RPL14A	cytoplasmic translation
YKL009W	MRT4	rRNA binding
YKL009W	MRT4	rRNA processing
YKL009W	MRT4	ribosomal large subunit biogenesis
YKL009W	MRT4	ribosome assembly
YKL014C	URB1	rRNA processing
YKL014C	URB1	ribosomal large subunit biogenesis
YKL018W	SWD2	snoRNA processing
YKL021C	MAK11	rRNA processing
YKL021C	MAK11	ribosomal large subunit biogenesis
YKL021C	MAK11	ribosome assembly
YKL027W	TCD2	tRNA processing
YKL056C	TMA19	ribosome
YKL056C	TMA19	cytoplasmic translation
YKL057C	NUP120	ribosomal subunit export from nucleus
YKL065C	YET1	ribosome
YKL078W	DHR2	rRNA processing
YKL078W	DHR2	ribosomal small subunit biogenesis
YKL081W	TEF4	ribosome
YKL081W	TEF4	translation factor activity, RNA binding
YKL081W	TEF4	translational elongation
YKL082C	RRP14	ribosome
YKL082C	RRP14	ribosomal large subunit biogenesis
YKL082C	RRP14	ribosomal small subunit biogenesis
YKL099C	UTP11	rRNA processing
YKL099C	UTP11	ribosomal small subunit biogenesis
YKL110C	KTI12	tRNA processing
YKL138C	MRPL31	ribosome
YKL138C	MRPL31	structural constituent of ribosome
YKL138C	MRPL31	mitochondrial translation
YKL139W	CTK1	regulation of translation
YKL139W	CTK1	translational elongation
YKL139W	CTK1	translational initiation
YKL143W	LTV1	ribosomal small subunit biogenesis
YKL143W	LTV1	ribosomal subunit export from nucleus
YKL155C	RSM22	ribosome
YKL155C	RSM22	structural constituent of ribosome
YKL155C	RSM22	mitochondrial translation
YKL156W	RPS27A	ribosome
YKL156W	RPS27A	structural constituent of ribosome
YKL156W	RPS27A	cytoplasmic translation
YKL156W	RPS27A	rRNA processing
YKL156W	RPS27A	ribosomal small subunit biogenesis
YKL156W	RPS27A	ribosome assembly
YKL167C	MRP49	ribosome
YKL167C	MRP49	structural constituent of ribosome
YKL167C	MRP49	mitochondrial translation
YKL170W	MRPL38	ribosome
YKL170W	MRPL38	structural constituent of ribosome
YKL170W	MRPL38	mitochondrial translation
YKL172W	EBP2	rRNA processing
YKL180W	RPL17A	ribosome
YKL180W	RPL17A	structural constituent of ribosome
YKL180W	RPL17A	cytoplasmic translation
YKL180W	RPL17A	rRNA processing
YKL180W	RPL17A	ribosomal large subunit biogenesis
YKL186C	MTR2	ribosomal subunit export from nucleus
YKL194C	MST1	mitochondrial translation
YKL194C	MST1	tRNA aminoacylation for protein translation
YKL204W	EAP1	regulation of translation
YKL222C	YKL222C	ribosome
YKR002W	PAP1	snoRNA processing
YKR006C	MRPL13	ribosome
YKR006C	MRPL13	structural constituent of ribosome
YKR006C	MRPL13	mitochondrial translation
YKR024C	DBP7	rRNA processing
YKR024C	DBP7	ribosomal large subunit biogenesis
YKR026C	GCN3	translation factor activity, RNA binding
YKR026C	GCN3	regulation of translation
YKR026C	GCN3	translational initiation
YKR028W	SAP190	tRNA processing
YKR038C	KAE1	tRNA processing
YKR056W	TRM2	tRNA processing
YKR057W	RPS21A	ribosome
YKR057W	RPS21A	structural constituent of ribosome
YKR057W	RPS21A	cytoplasmic translation
YKR057W	RPS21A	rRNA processing
YKR057W	RPS21A	ribosomal small subunit biogenesis
YKR059W	TIF1	translation factor activity, RNA binding
YKR059W	TIF1	translational initiation
YKR060W	UTP30	rRNA processing
YKR060W	UTP30	ribosomal small subunit biogenesis
YKR063C	LAS1	rRNA processing
YKR063C	LAS1	ribosomal large subunit biogenesis
YKR079C	TRZ1	tRNA processing
YKR081C	RPF2	rRNA binding
YKR081C	RPF2	rRNA processing
YKR081C	RPF2	ribosomal large subunit biogenesis
YKR081C	RPF2	ribosome assembly
YKR084C	HBS1	regulation of translation
YKR085C	MRPL20	ribosome
YKR085C	MRPL20	structural constituent of ribosome
YKR085C	MRPL20	mitochondrial translation
YKR094C	RPL40B	ribosome
YKR094C	RPL40B	structural constituent of ribosome
YKR094C	RPL40B	cytoplasmic translation
YKR094C	RPL40B	ribosomal large subunit biogenesis
YKR094C	RPL40B	ribosomal subunit export from nucleus
YKR094C	RPL40B	ribosome assembly
YKR096W	ESL2	ribosome
YLL008W	DRS1	rRNA processing
YLL008W	DRS1	ribosomal large subunit biogenesis
YLL008W	DRS1	ribosome assembly
YLL011W	SOF1	rRNA processing
YLL011W	SOF1	ribosomal small subunit biogenesis
YLL018C	DPS1	tRNA aminoacylation for protein translation
YLL023C	POM33	ribosome
YLL032C	YLL032C	ribosome
YLL034C	RIX7	ribosomal large subunit biogenesis
YLL034C	RIX7	ribosomal subunit export from nucleus
YLL035W	GRC3	rRNA processing
YLL035W	GRC3	ribosomal large subunit biogenesis
YLL045C	RPL8B	ribosome
YLL045C	RPL8B	structural constituent of ribosome
YLL045C	RPL8B	cytoplasmic translation
YLL045C	RPL8B	rRNA processing
YLL045C	RPL8B	ribosomal large subunit biogenesis
YLR002C	NOC3	rRNA processing
YLR009W	RLP24	ribosomal large subunit biogenesis
YLR022C	SDO1	ribosome assembly
YLR029C	RPL15A	ribosome
YLR029C	RPL15A	structural constituent of ribosome
YLR029C	RPL15A	cytoplasmic translation
YLR048W	RPS0B	ribosome
YLR048W	RPS0B	structural constituent of ribosome
YLR048W	RPS0B	cytoplasmic translation
YLR048W	RPS0B	rRNA processing
YLR048W	RPS0B	ribosomal small subunit biogenesis
YLR048W	RPS0B	ribosome assembly
YLR051C	FCF2	rRNA processing
YLR051C	FCF2	ribosomal small subunit biogenesis
YLR059C	REX2	rRNA processing
YLR060W	FRS1	tRNA aminoacylation for protein translation
YLR061W	RPL22A	ribosome
YLR061W	RPL22A	structural constituent of ribosome
YLR061W	RPL22A	cytoplasmic translation
YLR063W	BMT6	rRNA processing
YLR067C	PET309	mitochondrial translation
YLR067C	PET309	regulation of translation
YLR067C	PET309	translational initiation
YLR068W	FYV7	rRNA processing
YLR068W	FYV7	ribosomal small subunit biogenesis
YLR069C	MEF1	translation factor activity, RNA binding
YLR069C	MEF1	mitochondrial translation
YLR069C	MEF1	translational elongation
YLR074C	BUD20	ribosomal subunit export from nucleus
YLR075W	RPL10	ribosome
YLR075W	RPL10	structural constituent of ribosome
YLR075W	RPL10	cytoplasmic translation
YLR075W	RPL10	ribosomal large subunit biogenesis
YLR075W	RPL10	ribosome assembly
YLR105C	SEN2	tRNA processing
YLR106C	MDN1	rRNA processing
YLR106C	MDN1	ribosomal large subunit biogenesis
YLR106C	MDN1	ribosome assembly
YLR107W	REX3	rRNA processing
YLR129W	DIP2	rRNA processing
YLR129W	DIP2	ribosomal small subunit biogenesis
YLR139C	SLS1	mitochondrial translation
YLR145W	RMP1	rRNA binding
YLR145W	RMP1	rRNA processing
YLR150W	STM1	regulation of translation
YLR150W	STM1	translational elongation
YLR150W	STM1	translational initiation
YLR165C	PUS5	rRNA processing
YLR167W	RPS31	ribosome
YLR167W	RPS31	structural constituent of ribosome
YLR167W	RPS31	cytoplasmic translation
YLR167W	RPS31	rRNA processing
YLR167W	RPS31	ribosomal small subunit biogenesis
YLR167W	RPS31	ribosome assembly
YLR175W	CBF5	rRNA processing
YLR175W	CBF5	snoRNA processing
YLR185W	RPL37A	ribosome
YLR185W	RPL37A	structural constituent of ribosome
YLR185W	RPL37A	cytoplasmic translation
YLR185W	RPL37A	rRNA processing
YLR185W	RPL37A	ribosomal large subunit biogenesis
YLR186W	EMG1	rRNA processing
YLR186W	EMG1	ribosomal small subunit biogenesis
YLR192C	HCR1	translation factor activity, RNA binding
YLR192C	HCR1	cytoplasmic translation
YLR192C	HCR1	rRNA processing
YLR192C	HCR1	ribosomal small subunit biogenesis
YLR196W	PWP1	rRNA processing
YLR197W	NOP56	rRNA processing
YLR203C	MSS51	mitochondrial translation
YLR203C	MSS51	regulation of translation
YLR212C	TUB4	cytoplasmic translation
YLR212C	TUB4	regulation of translation
YLR215C	CDC123	regulation of translation
YLR215C	CDC123	translational initiation
YLR221C	RSA3	ribosomal large subunit biogenesis
YLR221C	RSA3	ribosome assembly
YLR222C	UTP13	rRNA processing
YLR222C	UTP13	ribosomal small subunit biogenesis
YLR244C	MAP1	ribosome
YLR249W	YEF3	ribosome
YLR249W	YEF3	translation factor activity, RNA binding
YLR249W	YEF3	translational elongation
YLR262C-A	TMA7	cytoplasmic translation
YLR264W	RPS28B	ribosome
YLR264W	RPS28B	structural constituent of ribosome
YLR264W	RPS28B	cytoplasmic translation
YLR276C	DBP9	rRNA processing
YLR276C	DBP9	ribosomal large subunit biogenesis
YLR277C	YSH1	snoRNA processing
YLR287C-A	RPS30A	ribosome
YLR287C-A	RPS30A	structural constituent of ribosome
YLR287C-A	RPS30A	cytoplasmic translation
YLR289W	GUF1	ribosome
YLR289W	GUF1	regulation of translation
YLR291C	GCD7	translation factor activity, RNA binding
YLR291C	GCD7	regulation of translation
YLR291C	GCD7	translational initiation
YLR293C	GSP1	rRNA processing
YLR312W-A	MRPL15	ribosome
YLR312W-A	MRPL15	structural constituent of ribosome
YLR312W-A	MRPL15	mitochondrial translation
YLR316C	TAD3	tRNA processing
YLR323C	CWC24	snoRNA processing
YLR325C	RPL38	ribosome
YLR325C	RPL38	structural constituent of ribosome
YLR325C	RPL38	cytoplasmic translation
YLR327C	TMA10	ribosome
YLR333C	RPS25B	ribosome
YLR333C	RPS25B	structural constituent of ribosome
YLR333C	RPS25B	cytoplasmic translation
YLR336C	SGD1	ribosomal small subunit biogenesis
YLR340W	RPP0	ribosome
YLR340W	RPP0	rRNA binding
YLR340W	RPP0	structural constituent of ribosome
YLR340W	RPP0	cytoplasmic translation
YLR340W	RPP0	ribosomal large subunit biogenesis
YLR340W	RPP0	ribosome assembly
YLR344W	RPL26A	ribosome
YLR344W	RPL26A	structural constituent of ribosome
YLR344W	RPL26A	cytoplasmic translation
YLR367W	RPS22B	ribosome
YLR367W	RPS22B	structural constituent of ribosome
YLR367W	RPS22B	cytoplasmic translation
YLR382C	NAM2	mitochondrial translation
YLR382C	NAM2	tRNA aminoacylation for protein translation
YLR384C	IKI3	tRNA processing
YLR387C	REH1	ribosome
YLR387C	REH1	ribosomal large subunit biogenesis
YLR388W	RPS29A	ribosome
YLR388W	RPS29A	structural constituent of ribosome
YLR388W	RPS29A	cytoplasmic translation
YLR397C	AFG2	ribosomal large subunit biogenesis
YLR401C	DUS3	tRNA processing
YLR405W	DUS4	tRNA processing
YLR406C	RPL31B	ribosome
YLR406C	RPL31B	structural constituent of ribosome
YLR406C	RPL31B	cytoplasmic translation
YLR406C	RPL31B	regulation of translation
YLR406C	RPL31B	translational elongation
YLR409C	UTP21	rRNA processing
YLR409C	UTP21	ribosomal small subunit biogenesis
YLR430W	SEN1	rRNA processing
YLR430W	SEN1	snoRNA processing
YLR430W	SEN1	tRNA processing
YLR435W	TSR2	rRNA processing
YLR435W	TSR2	ribosomal small subunit biogenesis
YLR439W	MRPL4	ribosome
YLR439W	MRPL4	structural constituent of ribosome
YLR439W	MRPL4	mitochondrial translation
YLR441C	RPS1A	ribosome
YLR441C	RPS1A	structural constituent of ribosome
YLR441C	RPS1A	cytoplasmic translation
YLR441C	RPS1A	rRNA processing
YLR441C	RPS1A	ribosomal small subunit biogenesis
YLR448W	RPL6B	ribosome
YLR448W	RPL6B	structural constituent of ribosome
YLR448W	RPL6B	cytoplasmic translation
YLR448W	RPL6B	ribosomal large subunit biogenesis
YLR448W	RPL6B	ribosome assembly
YML005W	TRM12	tRNA processing
YML009C	MRPL39	ribosome
YML009C	MRPL39	structural constituent of ribosome
YML009C	MRPL39	mitochondrial translation
YML010W	SPT5	rRNA binding
YML010W	SPT5	rRNA processing
YML014W	TRM9	regulation of translation
YML014W	TRM9	tRNA processing
YML014W	TRM9	translational elongation
YML024W	RPS17A	ribosome
YML024W	RPS17A	structural constituent of ribosome
YML024W	RPS17A	cytoplasmic translation
YML024W	RPS17A	ribosomal small subunit biogenesis
YML024W	RPS17A	ribosome assembly
YML025C	YML6	ribosome
YML025C	YML6	structural constituent of ribosome
YML025C	YML6	mitochondrial translation
YML026C	RPS18B	ribosome
YML026C	RPS18B	structural constituent of ribosome
YML026C	RPS18B	cytoplasmic translation
YML026C	RPS18B	rRNA processing
YML026C	RPS18B	ribosomal small subunit biogenesis
YML063W	RPS1B	ribosome
YML063W	RPS1B	structural constituent of ribosome
YML063W	RPS1B	cytoplasmic translation
YML063W	RPS1B	rRNA processing
YML063W	RPS1B	ribosomal small subunit biogenesis
YML068W	ITT1	regulation of translation
YML073C	RPL6A	ribosome
YML073C	RPL6A	structural constituent of ribosome
YML073C	RPL6A	cytoplasmic translation
YML073C	RPL6A	ribosomal large subunit biogenesis
YML073C	RPL6A	ribosome assembly
YML080W	DUS1	tRNA processing
YML091C	RPM2	cytoplasmic translation
YML091C	RPM2	tRNA processing
YML093W	UTP14	rRNA processing
YML093W	UTP14	ribosomal small subunit biogenesis
YML107C	PML39	ribosome
YML112W	CTK3	regulation of translation
YML112W	CTK3	translational elongation
YML129C	COX14	mitochondrial translation
YML129C	COX14	regulation of translation
YMR012W	CLU1	translation factor activity, RNA binding
YMR012W	CLU1	cytoplasmic translation
YMR012W	CLU1	translational initiation
YMR014W	BUD22	rRNA processing
YMR014W	BUD22	ribosomal small subunit biogenesis
YMR023C	MSS1	tRNA processing
YMR024W	MRPL3	ribosome
YMR024W	MRPL3	structural constituent of ribosome
YMR024W	MRPL3	mitochondrial translation
YMR040W	YET2	ribosome
YMR047C	NUP116	ribosomal subunit export from nucleus
YMR049C	ERB1	rRNA binding
YMR049C	ERB1	rRNA processing
YMR049C	ERB1	ribosomal large subunit biogenesis
YMR059W	SEN15	tRNA processing
YMR064W	AEP1	regulation of translation
YMR080C	NAM7	regulation of translation
YMR086W	SEG1	ribosome
YMR087W	YMR087W	tRNA processing
YMR093W	UTP15	rRNA processing
YMR093W	UTP15	ribosomal small subunit biogenesis
YMR097C	MTG1	mitochondrial translation
YMR114C	YMR114C	ribosome
YMR116C	ASC1	ribosome
YMR116C	ASC1	regulation of translation
YMR116C	ASC1	translational elongation
YMR121C	RPL15B	ribosome
YMR121C	RPL15B	structural constituent of ribosome
YMR121C	RPL15B	cytoplasmic translation
YMR128W	ECM16	rRNA processing
YMR128W	ECM16	ribosomal small subunit biogenesis
YMR142C	RPL13B	ribosome
YMR142C	RPL13B	structural constituent of ribosome
YMR142C	RPL13B	cytoplasmic translation
YMR143W	RPS16A	ribosome
YMR143W	RPS16A	structural constituent of ribosome
YMR143W	RPS16A	cytoplasmic translation
YMR143W	RPS16A	rRNA processing
YMR143W	RPS16A	ribosomal small subunit biogenesis
YMR146C	TIF34	translation factor activity, RNA binding
YMR146C	TIF34	cytoplasmic translation
YMR146C	TIF34	translational initiation
YMR158W	MRPS8	ribosome
YMR158W	MRPS8	structural constituent of ribosome
YMR158W	MRPS8	mitochondrial translation
YMR188C	MRPS17	ribosome
YMR188C	MRPS17	structural constituent of ribosome
YMR188C	MRPS17	mitochondrial translation
YMR193W	MRPL24	ribosome
YMR193W	MRPL24	structural constituent of ribosome
YMR193W	MRPL24	mitochondrial translation
YMR194W	RPL36A	ribosome
YMR194W	RPL36A	structural constituent of ribosome
YMR194W	RPL36A	cytoplasmic translation
YMR225C	MRPL44	ribosome
YMR225C	MRPL44	structural constituent of ribosome
YMR225C	MRPL44	mitochondrial translation
YMR226C	YMR226C	ribosome
YMR229C	RRP5	rRNA binding
YMR229C	RRP5	rRNA processing
YMR229C	RRP5	ribosomal large subunit biogenesis
YMR229C	RRP5	ribosomal small subunit biogenesis
YMR229C	RRP5	ribosome assembly
YMR230W	RPS10B	ribosome
YMR230W	RPS10B	structural constituent of ribosome
YMR230W	RPS10B	cytoplasmic translation
YMR235C	RNA1	ribosomal subunit export from nucleus
YMR237W	BCH1	ribosome
YMR239C	RNT1	rRNA processing
YMR239C	RNT1	snoRNA processing
YMR242C	RPL20A	ribosome
YMR242C	RPL20A	structural constituent of ribosome
YMR242C	RPL20A	cytoplasmic translation
YMR247C	RKR1	ribosome
YMR247C	RKR1	regulation of translation
YMR247C	RKR1	translational elongation
YMR257C	PET111	mitochondrial translation
YMR257C	PET111	regulation of translation
YMR259C	TRM732	tRNA processing
YMR260C	TIF11	translation factor activity, RNA binding
