cluster	Gene_uniq	Gene.gene_name
mitochondria and respiration	YLR059C	REX2
mitochondria and respiration_GO_30_2	YLR059C	REX2
mitochondrion	YLR059C	REX2
mitochondrion organization	YLR059C	REX2
mitochondrion organization_GO_30_1	YLR059C	REX2
mitochondrion_GO_30_1	YLR059C	REX2
ribosomes and translation	YLR059C	REX2
ribosomes and translation_GO_30_7	YLR059C	REX2
rRNA processing	YLR059C	REX2
rRNA processing_GO_30_1	YLR059C	REX2
transcription and mRNA processing	YLR059C	REX2
transcription and mRNA processing_GO_30_5	YLR059C	REX2
all_queries	YLR061W	RPL22A
all_queries_30_62	YLR061W	RPL22A
cytoplasmic translation	YLR061W	RPL22A
cytoplasmic translation_GO_30_1	YLR061W	RPL22A
ribosome	YLR061W	RPL22A
ribosome_GO_30_2	YLR061W	RPL22A
ribosomes and translation	YLR061W	RPL22A
ribosomes and translation_GO_30_8	YLR061W	RPL22A
structural constituent of ribosome	YLR061W	RPL22A
structural constituent of ribosome_GO_30_1	YLR061W	RPL22A
all_queries	YLR063W	BMT6
all_queries_30_52	YLR063W	BMT6
ribosomes and translation	YLR063W	BMT6
ribosomes and translation_GO_30_1	YLR063W	BMT6
RNA modification	YLR063W	BMT6
RNA modification_GO_30_1	YLR063W	BMT6
rRNA processing	YLR063W	BMT6
rRNA processing_GO_30_1	YLR063W	BMT6
transcription and mRNA processing	YLR063W	BMT6
transcription and mRNA processing_GO_30_4	YLR063W	BMT6
all_queries	YLR064W	PER33
all_queries_30_80	YLR064W	PER33
endomembrane system	YLR064W	PER33
endomembrane system_GO_30_14	YLR064W	PER33
endoplasmic reticulum	YLR064W	PER33
endoplasmic reticulum_GO_30_9	YLR064W	PER33
ER	YLR064W	PER33
ER_GO_30_9	YLR064W	PER33
Golgi and ER	YLR064W	PER33
Golgi and ER_GO_30_17	YLR064W	PER33
all_queries	YLR065C	ENV10
all_queries_30_71	YLR065C	ENV10
endomembrane system	YLR065C	ENV10
endomembrane system_GO_30_5	YLR065C	ENV10
endoplasmic reticulum	YLR065C	ENV10
endoplasmic reticulum_GO_30_4	YLR065C	ENV10
ER	YLR065C	ENV10
ER_GO_30_4	YLR065C	ENV10
Golgi and ER	YLR065C	ENV10
Golgi and ER_GO_30_13	YLR065C	ENV10
all_queries	YLR068W	FYV7
all_queries_30_16	YLR068W	FYV7
nucleolus	YLR068W	FYV7
nucleolus_GO_30_1	YLR068W	FYV7
ribosomal small subunit biogenesis	YLR068W	FYV7
ribosomal small subunit biogenesis_GO_30_1	YLR068W	FYV7
ribosomes and translation	YLR068W	FYV7
ribosomes and translation_GO_30_7	YLR068W	FYV7
rRNA processing	YLR068W	FYV7
rRNA processing_GO_30_1	YLR068W	FYV7
transcription and mRNA processing	YLR068W	FYV7
transcription and mRNA processing_GO_30_9	YLR068W	FYV7
all_queries	YLR070C	XYL2
all_queries_30_9	YLR070C	XYL2
carbohydrate metabolic process	YLR070C	XYL2
carbohydrate metabolic process_GO_30_1	YLR070C	XYL2
metabolic	YLR070C	XYL2
metabolic_GO_30_15	YLR070C	XYL2
all_queries	YLR072W	LAM6
all_queries_30_22	YLR072W	LAM6
lipid transport	YLR072W	LAM6
lipids	YLR072W	LAM6
lipids_GO_30_7	YLR072W	LAM6
mitochondria and respiration	YLR072W	LAM6
mitochondria and respiration_GO_30_6	YLR072W	LAM6
mitochondrion	YLR072W	LAM6
mitochondrion_GO_30_8	YLR072W	LAM6
all_queries	YLR073C	RFU1
all_queries_30_61	YLR073C	RFU1
cytoplasmic vesicle	YLR073C	RFU1
cytoplasmic vesicle_GO_30_2	YLR073C	RFU1
endomembrane system	YLR073C	RFU1
endomembrane system_GO_30_10	YLR073C	RFU1
all_queries	YLR077W	FMP25
all_queries_30_51	YLR077W	FMP25
mitochondria and respiration	YLR077W	FMP25
mitochondria and respiration_GO_30_11	YLR077W	FMP25
mitochondrial envelope	YLR077W	FMP25
mitochondrial envelope_GO_30_3	YLR077W	FMP25
mitochondrion	YLR077W	FMP25
mitochondrion organization	YLR077W	FMP25
mitochondrion organization_GO_30_3	YLR077W	FMP25
mitochondrion_GO_30_3	YLR077W	FMP25
all_queries	YLR078C_TSQ199	BOS1
all_queries_30_27	YLR078C_TSQ199	BOS1
cytoplasmic vesicle	YLR078C_TSQ199	BOS1
cytoplasmic vesicle_GO_30_2	YLR078C_TSQ199	BOS1
endomembrane system	YLR078C_TSQ199	BOS1
endomembrane system_GO_30_5	YLR078C_TSQ199	BOS1
endoplasmic reticulum	YLR078C_TSQ199	BOS1
endoplasmic reticulum_GO_30_4	YLR078C_TSQ199	BOS1
ER	YLR078C_TSQ199	BOS1
ER_GO_30_4	YLR078C_TSQ199	BOS1
Golgi	YLR078C_TSQ199	BOS1
Golgi and ER	YLR078C_TSQ199	BOS1
Golgi and ER_GO_30_15	YLR078C_TSQ199	BOS1
Golgi vesicle transport	YLR078C_TSQ199	BOS1
Golgi vesicle transport_GO_30_1	YLR078C_TSQ199	BOS1
Golgi_GO_30_3	YLR078C_TSQ199	BOS1
membrane fusion	YLR078C_TSQ199	BOS1
membrane fusion_GO_30_1	YLR078C_TSQ199	BOS1
organelle fusion	YLR078C_TSQ199	BOS1
organelle fusion_GO_30_1	YLR078C_TSQ199	BOS1
vesicle organization	YLR078C_TSQ199	BOS1
all_queries	YLR079W	SIC1
all_queries_30_54	YLR079W	SIC1
cell cycle	YLR079W	SIC1
cell cycle_GO_30_6	YLR079W	SIC1
mitotic cell cycle	YLR079W	SIC1
mitotic cell cycle_GO_30_2	YLR079W	SIC1
regulation of cell cycle	YLR079W	SIC1
regulation of cell cycle_GO_30_1	YLR079W	SIC1
regulation of protein modification process	YLR079W	SIC1
regulation of protein modification process_GO_30_1	YLR079W	SIC1
all_queries	YLR080W	EMP46
all_queries_30_22	YLR080W	EMP46
cytoplasmic vesicle	YLR080W	EMP46
cytoplasmic vesicle_GO_30_1	YLR080W	EMP46
endomembrane system	YLR080W	EMP46
endomembrane system_GO_30_4	YLR080W	EMP46
endoplasmic reticulum	YLR080W	EMP46
endoplasmic reticulum_GO_30_1	YLR080W	EMP46
ER	YLR080W	EMP46
ER_GO_30_1	YLR080W	EMP46
Golgi	YLR080W	EMP46
Golgi and ER	YLR080W	EMP46
Golgi and ER_GO_30_18	YLR080W	EMP46
Golgi apparatus	YLR080W	EMP46
Golgi apparatus_GO_30_3	YLR080W	EMP46
Golgi vesicle transport	YLR080W	EMP46
Golgi vesicle transport_GO_30_3	YLR080W	EMP46
Golgi_GO_30_4	YLR080W	EMP46
all_queries	YLR081W	GAL2
all_queries_30_27	YLR081W	GAL2
carbohydrate metabolic process	YLR081W	GAL2
carbohydrate metabolic process_GO_30_2	YLR081W	GAL2
metabolic	YLR081W	GAL2
metabolic_GO_30_4	YLR081W	GAL2
transmembrane transporter activity	YLR081W	GAL2
transmembrane transporter activity_GO_30_1	YLR081W	GAL2
all_queries	YLR082C	SRL2
all_queries_30_90	YLR082C	SRL2
all_queries	YLR083C	EMP70
all_queries_30_70	YLR083C	EMP70
cellular ion homeostasis	YLR083C	EMP70
cellular ion homeostasis_GO_30_2	YLR083C	EMP70
cytoplasmic vesicle	YLR083C	EMP70
cytoplasmic vesicle_GO_30_2	YLR083C	EMP70
endomembrane system	YLR083C	EMP70
endomembrane system_GO_30_10	YLR083C	EMP70
endosomal transport	YLR083C	EMP70
endosomal transport_GO_30_1	YLR083C	EMP70
Golgi and ER	YLR083C	EMP70
Golgi and ER_GO_30_11	YLR083C	EMP70
invasive growth in response to glucose limitation	YLR083C	EMP70
pseudohyphal growth	YLR083C	EMP70
vacuole	YLR083C	EMP70
vacuoles	YLR083C	EMP70
vacuoles_GO_30_3	YLR083C	EMP70
all_queries	YLR084C	RAX2
all_queries_30_13	YLR084C	RAX2
budding	YLR084C	RAX2
budding_GO_30_5	YLR084C	RAX2
cell cycle	YLR084C	RAX2
cell cycle_GO_30_7	YLR084C	RAX2
cell wall	YLR084C	RAX2
cell wall_GO_30_1	YLR084C	RAX2
cellular bud	YLR084C	RAX2
cellular bud_GO_30_1	YLR084C	RAX2
cytokinesis	YLR084C	RAX2
cytoskeleton and microtubules	YLR084C	RAX2
cytoskeleton and microtubules_GO_30_6	YLR084C	RAX2
endomembrane system	YLR084C	RAX2
endomembrane system_GO_30_7	YLR084C	RAX2
endoplasmic reticulum	YLR084C	RAX2
endoplasmic reticulum_GO_30_8	YLR084C	RAX2
ER	YLR084C	RAX2
ER_GO_30_8	YLR084C	RAX2
Golgi and ER	YLR084C	RAX2
Golgi and ER_GO_30_18	YLR084C	RAX2
mitochondria and respiration	YLR084C	RAX2
mitochondria and respiration_GO_30_12	YLR084C	RAX2
mitochondrion	YLR084C	RAX2
mitochondrion_GO_30_1	YLR084C	RAX2
mitotic cell cycle	YLR084C	RAX2
mitotic cell cycle_GO_30_2	YLR084C	RAX2
site of polarized growth	YLR084C	RAX2
site of polarized growth_GO_30_1	YLR084C	RAX2
all_queries	YLR085C	ARP6
all_queries_30_31	YLR085C	ARP6
chromatin	YLR085C	ARP6
chromatin binding	YLR085C	ARP6
chromatin binding_GO_30_1	YLR085C	ARP6
chromatin organization	YLR085C	ARP6
chromatin organization_GO_30_2	YLR085C	ARP6
chromatin_GO_30_4	YLR085C	ARP6
chromosome	YLR085C	ARP6
chromosome_GO_30_2	YLR085C	ARP6
all_queries	YLR087C	CSF1
all_queries_30_65	YLR087C	CSF1
generation of precursor metabolites and energy	YLR087C	CSF1
generation of precursor metabolites and energy_GO_30_1	YLR087C	CSF1
Golgi and ER	YLR087C	CSF1
Golgi and ER_GO_30_10	YLR087C	CSF1
metabolic	YLR087C	CSF1
metabolic_GO_30_10	YLR087C	CSF1
mitochondria and respiration	YLR087C	CSF1
mitochondria and respiration_GO_30_8	YLR087C	CSF1
mitochondrion	YLR087C	CSF1
mitochondrion_GO_30_13	YLR087C	CSF1
all_queries	YLR089C	ALT1
all_queries_30_50	YLR089C	ALT1
cellular amino acid metabolic process	YLR089C	ALT1
cellular amino acid metabolic process_GO_30_2	YLR089C	ALT1
metabolic	YLR089C	ALT1
metabolic_GO_30_12	YLR089C	ALT1
mitochondria and respiration	YLR089C	ALT1
mitochondria and respiration_GO_30_10	YLR089C	ALT1
mitochondrion	YLR089C	ALT1
mitochondrion_GO_30_6	YLR089C	ALT1
all_queries	YLR090W	XDJ1
all_queries_30_29	YLR090W	XDJ1
mitochondria and respiration	YLR090W	XDJ1
mitochondria and respiration_GO_30_1	YLR090W	XDJ1
mitochondrial envelope	YLR090W	XDJ1
mitochondrial envelope_GO_30_2	YLR090W	XDJ1
mitochondrion	YLR090W	XDJ1
mitochondrion organization	YLR090W	XDJ1
mitochondrion organization_GO_30_3	YLR090W	XDJ1
mitochondrion_GO_30_2	YLR090W	XDJ1
protein targeting	YLR090W	XDJ1
protein targeting_GO_30_3	YLR090W	XDJ1
transmembrane transport	YLR090W	XDJ1
transmembrane transport_GO_30_2	YLR090W	XDJ1
all_queries	YLR091W	GEP5
all_queries_30_83	YLR091W	GEP5
mitochondria and respiration	YLR091W	GEP5
mitochondria and respiration_GO_30_5	YLR091W	GEP5
mitochondrion	YLR091W	GEP5
mitochondrion organization	YLR091W	GEP5
mitochondrion organization_GO_30_2	YLR091W	GEP5
mitochondrion_GO_30_12	YLR091W	GEP5
all_queries	YLR092W	SUL2
all_queries_30_29	YLR092W	SUL2
ion transport	YLR092W	SUL2
ion transport_GO_30_4	YLR092W	SUL2
transmembrane transporter activity	YLR092W	SUL2
transmembrane transporter activity_GO_30_2	YLR092W	SUL2
all_queries	YLR093C	NYV1
all_queries_30_22	YLR093C	NYV1
Golgi and ER	YLR093C	NYV1
Golgi and ER_GO_30_18	YLR093C	NYV1
membrane fusion	YLR093C	NYV1
membrane fusion_GO_30_1	YLR093C	NYV1
organelle fusion	YLR093C	NYV1
organelle fusion_GO_30_1	YLR093C	NYV1
vacuole	YLR093C	NYV1
vacuole organization	YLR093C	NYV1
vacuole organization_GO_30_1	YLR093C	NYV1
vacuole_GO_30_2	YLR093C	NYV1
vacuoles	YLR093C	NYV1
vacuoles_GO_30_6	YLR093C	NYV1
vesicle organization	YLR093C	NYV1
vesicle organization_GO_30_1	YLR093C	NYV1
all_queries	YLR094C	GIS3
all_queries_30_30	YLR094C	GIS3
all_queries	YLR095C	IOC2
all_queries_30_8	YLR095C	IOC2
chromatin	YLR095C	IOC2
chromatin binding	YLR095C	IOC2
chromatin binding_GO_30_1	YLR095C	IOC2
chromatin organization	YLR095C	IOC2
chromatin organization_GO_30_2	YLR095C	IOC2
chromatin_GO_30_2	YLR095C	IOC2
all_queries	YLR096W	KIN2
all_queries_30_85	YLR096W	KIN2
all_queries	YLR097C	HRT3
all_queries_30_69	YLR097C	HRT3
proteolysis involved in cellular protein catabolic process	YLR097C	HRT3
proteolysis involved in cellular protein catabolic process_GO_30_2	YLR097C	HRT3
all_queries	YLR098C	CHA4
all_queries_30_56	YLR098C	CHA4
cellular amino acid metabolic process	YLR098C	CHA4
cellular amino acid metabolic process_GO_30_1	YLR098C	CHA4
metabolic	YLR098C	CHA4
metabolic_GO_30_1	YLR098C	CHA4
nucleic acid binding transcription factor activity	YLR098C	CHA4
nucleic acid binding transcription factor activity_GO_30_2	YLR098C	CHA4
transcription	YLR098C	CHA4
transcription and mRNA processing	YLR098C	CHA4
transcription and mRNA processing_GO_30_3	YLR098C	CHA4
transcription_GO_30_1	YLR098C	CHA4
all_queries	YLR099C	ICT1
all_queries_30_29	YLR099C	ICT1
lipid metabolic process	YLR099C	ICT1
lipid metabolic process_GO_30_2	YLR099C	ICT1
lipids	YLR099C	ICT1
lipids_GO_30_2	YLR099C	ICT1
metabolic	YLR099C	ICT1
metabolic_GO_30_3	YLR099C	ICT1
all_queries	YLR102C	APC9
all_queries_30_74	YLR102C	APC9
chromatin	YLR102C	APC9
chromatin organization	YLR102C	APC9
chromatin organization_GO_30_4	YLR102C	APC9
chromatin_GO_30_2	YLR102C	APC9
protein modification by small protein conjugation or removal	YLR102C	APC9
protein modification by small protein conjugation or removal_GO_30_3	YLR102C	APC9
all_queries	YLR103C_TSQ694	CDC45
all_queries_30_2	YLR103C_TSQ694	CDC45
cell cycle	YLR103C_TSQ694	CDC45
cell cycle_GO_30_2	YLR103C_TSQ694	CDC45
cellular response to DNA damage stimulus	YLR103C_TSQ694	CDC45
cellular response to DNA damage stimulus_GO_30_2	YLR103C_TSQ694	CDC45
chromatin	YLR103C_TSQ694	CDC45
chromatin binding	YLR103C_TSQ694	CDC45
chromatin binding_GO_30_1	YLR103C_TSQ694	CDC45
chromatin organization	YLR103C_TSQ694	CDC45
chromatin organization_GO_30_3	YLR103C_TSQ694	CDC45
chromatin_GO_30_4	YLR103C_TSQ694	CDC45
chromosome	YLR103C_TSQ694	CDC45
chromosome_GO_30_1	YLR103C_TSQ694	CDC45
DNA recombination	YLR103C_TSQ694	CDC45
DNA recombination_GO_30_1	YLR103C_TSQ694	CDC45
DNA repair	YLR103C_TSQ694	CDC45
DNA repair_GO_30_1	YLR103C_TSQ694	CDC45
DNA replication	YLR103C_TSQ694	CDC45
DNA replication_GO_30_1	YLR103C_TSQ694	CDC45
all_queries	YLR104W	LCL2
all_queries_30_37	YLR104W	LCL2
proteolysis involved in cellular protein catabolic process	YLR104W	LCL2
proteolysis involved in cellular protein catabolic process_GO_30_2	YLR104W	LCL2
vacuole	YLR104W	LCL2
vacuole_GO_30_5	YLR104W	LCL2
vacuoles	YLR104W	LCL2
vacuoles_GO_30_1	YLR104W	LCL2
all_queries	YLR107W	REX3
all_queries_30_67	YLR107W	REX3
ribosomes and translation	YLR107W	REX3
ribosomes and translation_GO_30_1	YLR107W	REX3
rRNA processing	YLR107W	REX3
rRNA processing_GO_30_1	YLR107W	REX3
transcription and mRNA processing	YLR107W	REX3
transcription and mRNA processing_GO_30_10	YLR107W	REX3
all_queries	YLR108C	YLR108C
all_queries_30_82	YLR108C	YLR108C
all_queries	YLR109W	AHP1
all_queries_30_52	YLR109W	AHP1
response to oxidative stress	YLR109W	AHP1
response to oxidative stress_GO_30_2	YLR109W	AHP1
all_queries	YLR110C	CCW12
all_queries_30_4	YLR110C	CCW12
budding	YLR110C	CCW12
budding_GO_30_11	YLR110C	CCW12
cell wall	YLR110C	CCW12
cell wall organization or biogenesis	YLR110C	CCW12
cell wall organization or biogenesis_GO_30_3	YLR110C	CCW12
cellular bud	YLR110C	CCW12
cellular bud_GO_30_1	YLR110C	CCW12
site of polarized growth	YLR110C	CCW12
site of polarized growth_GO_30_1	YLR110C	CCW12
vacuole	YLR110C	CCW12
vacuole_GO_30_7	YLR110C	CCW12
vacuoles	YLR110C	CCW12
vacuoles_GO_30_4	YLR110C	CCW12
all_queries	YLR113W	HOG1
all_queries_30_13	YLR113W	HOG1
cell cycle	YLR113W	HOG1
cell cycle_GO_30_1	YLR113W	HOG1
chromatin	YLR113W	HOG1
chromatin binding	YLR113W	HOG1
chromatin binding_GO_30_2	YLR113W	HOG1
chromatin_GO_30_2	YLR113W	HOG1
DNA replication	YLR113W	HOG1
DNA replication_GO_30_1	YLR113W	HOG1
metabolic	YLR113W	HOG1
metabolic_GO_30_17	YLR113W	HOG1
regulation of cell cycle	YLR113W	HOG1
regulation of cell cycle_GO_30_2	YLR113W	HOG1
regulation of DNA metabolic process	YLR113W	HOG1
regulation of DNA metabolic process_GO_30_1	YLR113W	HOG1
response to heat	YLR113W	HOG1
response to heat_GO_30_1	YLR113W	HOG1
response to osmotic stress	YLR113W	HOG1
response to osmotic stress_GO_30_1	YLR113W	HOG1
transcription	YLR113W	HOG1
transcription and mRNA processing	YLR113W	HOG1
transcription and mRNA processing_GO_30_4	YLR113W	HOG1
transcription from RNA polymerase II promoter	YLR113W	HOG1
transcription from RNA polymerase II promoter_GO_30_3	YLR113W	HOG1
transcription_GO_30_3	YLR113W	HOG1
all_queries	YLR114C	AVL9
all_queries_30_62	YLR114C	AVL9
budding	YLR114C	AVL9
budding_GO_30_8	YLR114C	AVL9
cellular bud	YLR114C	AVL9
cellular bud_GO_30_2	YLR114C	AVL9
Golgi	YLR114C	AVL9
Golgi and ER	YLR114C	AVL9
Golgi and ER_GO_30_3	YLR114C	AVL9
Golgi vesicle transport	YLR114C	AVL9
Golgi vesicle transport_GO_30_3	YLR114C	AVL9
Golgi_GO_30_2	YLR114C	AVL9
site of polarized growth	YLR114C	AVL9
site of polarized growth_GO_30_2	YLR114C	AVL9
all_queries	YLR118C	YLR118C
all_queries_30_54	YLR118C	YLR118C
all_queries	YLR119W	SRN2
all_queries_30_68	YLR119W	SRN2
cytoplasmic vesicle	YLR119W	SRN2
cytoplasmic vesicle_GO_30_3	YLR119W	SRN2
endomembrane system	YLR119W	SRN2
endomembrane system_GO_30_8	YLR119W	SRN2
ion transport	YLR119W	SRN2
ion transport_GO_30_4	YLR119W	SRN2
nucleobase-containing compound transport	YLR119W	SRN2
nucleobase-containing compound transport_GO_30_2	YLR119W	SRN2
protein targeting	YLR119W	SRN2
protein targeting_GO_30_1	YLR119W	SRN2
proteolysis involved in cellular protein catabolic process	YLR119W	SRN2
proteolysis involved in cellular protein catabolic process_GO_30_2	YLR119W	SRN2
all_queries	YLR120C	YPS1
all_queries_30_59	YLR120C	YPS1
cell wall organization or biogenesis	YLR120C	YPS1
cell wall organization or biogenesis_GO_30_4	YLR120C	YPS1
Golgi and ER	YLR120C	YPS1
Golgi and ER_GO_30_18	YLR120C	YPS1
all_queries	YLR121C	YPS3
all_queries_30_67	YLR121C	YPS3
cell wall organization or biogenesis	YLR121C	YPS3
all_queries	YLR125W	YLR125W
all_queries_30_86	YLR125W	YLR125W
all_queries	YLR126C	YLR126C
all_queries_30_33	YLR126C	YLR126C
cellular ion homeostasis	YLR126C	YLR126C
cellular ion homeostasis_GO_30_1	YLR126C	YLR126C
all_queries	YLR128W	DCN1
all_queries_30_29	YLR128W	DCN1
protein modification by small protein conjugation or removal	YLR128W	DCN1
protein modification by small protein conjugation or removal_GO_30_2	YLR128W	DCN1
regulation of protein modification process	YLR128W	DCN1
regulation of protein modification process_GO_30_1	YLR128W	DCN1
all_queries	YLR130C	ZRT2
all_queries_30_5	YLR130C	ZRT2
endomembrane system	YLR130C	ZRT2
endomembrane system_GO_30_4	YLR130C	ZRT2
endoplasmic reticulum	YLR130C	ZRT2
endoplasmic reticulum_GO_30_12	YLR130C	ZRT2
ER	YLR130C	ZRT2
ER_GO_30_12	YLR130C	ZRT2
Golgi and ER	YLR130C	ZRT2
Golgi and ER_GO_30_6	YLR130C	ZRT2
ion transport	YLR130C	ZRT2
ion transport_GO_30_2	YLR130C	ZRT2
transmembrane transport	YLR130C	ZRT2
transmembrane transport_GO_30_3	YLR130C	ZRT2
transmembrane transporter activity	YLR130C	ZRT2
transmembrane transporter activity_GO_30_4	YLR130C	ZRT2
all_queries	YLR131C	ACE2
all_queries_30_43	YLR131C	ACE2
cell cycle	YLR131C	ACE2
cell cycle_GO_30_2	YLR131C	ACE2
mitotic cell cycle	YLR131C	ACE2
mitotic cell cycle_GO_30_2	YLR131C	ACE2
nucleic acid binding transcription factor activity	YLR131C	ACE2
nucleic acid binding transcription factor activity_GO_30_1	YLR131C	ACE2
transcription	YLR131C	ACE2
transcription and mRNA processing	YLR131C	ACE2
transcription and mRNA processing_GO_30_11	YLR131C	ACE2
transcription from RNA polymerase II promoter	YLR131C	ACE2
transcription from RNA polymerase II promoter_GO_30_6	YLR131C	ACE2
transcription_GO_30_3	YLR131C	ACE2
all_queries	YLR133W	CKI1
all_queries_30_4	YLR133W	CKI1
lipid metabolic process	YLR133W	CKI1
lipid metabolic process_GO_30_6	YLR133W	CKI1
lipids	YLR133W	CKI1
lipids_GO_30_5	YLR133W	CKI1
metabolic	YLR133W	CKI1
metabolic_GO_30_8	YLR133W	CKI1
all_queries	YLR134W	PDC5
all_queries_30_4	YLR134W	PDC5
carbohydrate metabolic process	YLR134W	PDC5
carbohydrate metabolic process_GO_30_2	YLR134W	PDC5
cellular amino acid metabolic process	YLR134W	PDC5
cellular amino acid metabolic process_GO_30_1	YLR134W	PDC5
cofactor metabolic process	YLR134W	PDC5
cofactor metabolic process_GO_30_2	YLR134W	PDC5
generation of precursor metabolites and energy	YLR134W	PDC5
generation of precursor metabolites and energy_GO_30_3	YLR134W	PDC5
metabolic	YLR134W	PDC5
metabolic_GO_30_2	YLR134W	PDC5
monocarboxylic acid metabolic process	YLR134W	PDC5
monocarboxylic acid metabolic process_GO_30_1	YLR134W	PDC5
nucleobase-containing small molecule metabolic process	YLR134W	PDC5
nucleobase-containing small molecule metabolic process_GO_30_1	YLR134W	PDC5
all_queries	YLR135W	SLX4
all_queries_30_49	YLR135W	SLX4
budding	YLR135W	SLX4
budding_GO_30_10	YLR135W	SLX4
cell cycle	YLR135W	SLX4
cell cycle_GO_30_2	YLR135W	SLX4
cellular response to DNA damage stimulus	YLR135W	SLX4
cellular response to DNA damage stimulus_GO_30_1	YLR135W	SLX4
chromosome	YLR135W	SLX4
chromosome_GO_30_1	YLR135W	SLX4
DNA recombination	YLR135W	SLX4
DNA recombination_GO_30_1	YLR135W	SLX4
DNA repair	YLR135W	SLX4
DNA repair_GO_30_3	YLR135W	SLX4
DNA replication	YLR135W	SLX4
DNA replication_GO_30_1	YLR135W	SLX4
meiotic cell cycle	YLR135W	SLX4
meiotic cell cycle_GO_30_1	YLR135W	SLX4
metabolic	YLR135W	SLX4
metabolic_GO_30_4	YLR135W	SLX4
organelle fission	YLR135W	SLX4
organelle fission_GO_30_4	YLR135W	SLX4
regulation of cell cycle	YLR135W	SLX4
regulation of cell cycle_GO_30_2	YLR135W	SLX4
regulation of DNA metabolic process	YLR135W	SLX4
regulation of DNA metabolic process_GO_30_1	YLR135W	SLX4
regulation of organelle organization	YLR135W	SLX4
regulation of organelle organization_GO_30_1	YLR135W	SLX4
all_queries	YLR136C	TIS11
all_queries_30_42	YLR136C	TIS11
cellular ion homeostasis	YLR136C	TIS11
cellular ion homeostasis_GO_30_1	YLR136C	TIS11
mRNA binding	YLR136C	TIS11
mRNA binding_GO_30_1	YLR136C	TIS11
RNA catabolic process	YLR136C	TIS11
transcription and mRNA processing	YLR136C	TIS11
transcription and mRNA processing_GO_30_12	YLR136C	TIS11
all_queries	YLR137W	RKM5
all_queries_30_19	YLR137W	RKM5
all_queries	YLR138W	NHA1
all_queries_30_41	YLR138W	NHA1
cellular ion homeostasis	YLR138W	NHA1
cellular ion homeostasis_GO_30_1	YLR138W	NHA1
endomembrane system	YLR138W	NHA1
endomembrane system_GO_30_3	YLR138W	NHA1
endoplasmic reticulum	YLR138W	NHA1
endoplasmic reticulum_GO_30_1	YLR138W	NHA1
ER	YLR138W	NHA1
ER_GO_30_1	YLR138W	NHA1
Golgi and ER	YLR138W	NHA1
Golgi and ER_GO_30_12	YLR138W	NHA1
ion transport	YLR138W	NHA1
ion transport_GO_30_1	YLR138W	NHA1
response to osmotic stress	YLR138W	NHA1
response to osmotic stress_GO_30_1	YLR138W	NHA1
transmembrane transport	YLR138W	NHA1
transmembrane transport_GO_30_3	YLR138W	NHA1
transmembrane transporter activity	YLR138W	NHA1
transmembrane transporter activity_GO_30_2	YLR138W	NHA1
all_queries	YLR142W	PUT1
all_queries_30_40	YLR142W	PUT1
cellular amino acid metabolic process	YLR142W	PUT1
cellular amino acid metabolic process_GO_30_2	YLR142W	PUT1
metabolic	YLR142W	PUT1
metabolic_GO_30_3	YLR142W	PUT1
mitochondria and respiration	YLR142W	PUT1
mitochondria and respiration_GO_30_6	YLR142W	PUT1
mitochondrion	YLR142W	PUT1
mitochondrion_GO_30_14	YLR142W	PUT1
all_queries	YLR143W	DPH6
all_queries_30_50	YLR143W	DPH6
peptidyl-amino acid modification	YLR143W	DPH6
peptidyl-amino acid modification_GO_30_2	YLR143W	DPH6
all_queries	YLR144C	ACF2
all_queries_30_23	YLR144C	ACF2
cytoskeleton and microtubules	YLR144C	ACF2
cytoskeleton and microtubules_GO_30_2	YLR144C	ACF2
cytoskeleton organization	YLR144C	ACF2
all_queries	YLR145W_DAMP	RMP1
all_queries_30_8	YLR145W_DAMP	RMP1
nucleolus	YLR145W_DAMP	RMP1
nucleolus_GO_30_1	YLR145W_DAMP	RMP1
ribosomes and translation	YLR145W_DAMP	RMP1
ribosomes and translation_GO_30_1	YLR145W_DAMP	RMP1
RNA catabolic process	YLR145W_DAMP	RMP1
RNA catabolic process_GO_30_2	YLR145W_DAMP	RMP1
rRNA processing	YLR145W_DAMP	RMP1
rRNA processing_GO_30_1	YLR145W_DAMP	RMP1
transcription and mRNA processing	YLR145W_DAMP	RMP1
transcription and mRNA processing_GO_30_6	YLR145W_DAMP	RMP1
all_queries	YLR146C	SPE4
all_queries_30_52	YLR146C	SPE4
cofactor metabolic process	YLR146C	SPE4
cofactor metabolic process_GO_30_2	YLR146C	SPE4
metabolic	YLR146C	SPE4
metabolic_GO_30_6	YLR146C	SPE4
monocarboxylic acid metabolic process	YLR146C	SPE4
monocarboxylic acid metabolic process_GO_30_2	YLR146C	SPE4
all_queries	YLR148W	PEP3
all_queries_30_29	YLR148W	PEP3
cytoplasmic vesicle	YLR148W	PEP3
cytoplasmic vesicle_GO_30_1	YLR148W	PEP3
endomembrane system	YLR148W	PEP3
endomembrane system_GO_30_12	YLR148W	PEP3
endosomal transport	YLR148W	PEP3
endosomal transport_GO_30_1	YLR148W	PEP3
Golgi	YLR148W	PEP3
Golgi and ER	YLR148W	PEP3
Golgi and ER_GO_30_4	YLR148W	PEP3
Golgi vesicle transport	YLR148W	PEP3
Golgi_GO_30_1	YLR148W	PEP3
lipid binding	YLR148W	PEP3
lipid binding_GO_30_2	YLR148W	PEP3
lipids	YLR148W	PEP3
