cluster	Gene_uniq	Gene.gene_name
cellular response to DNA damage stimulus	YPR135W	CTF4
cellular response to DNA damage stimulus	YPR164W	MMS1
response to oxidative stress	YAL015C	NTG1
response to oxidative stress	YAR050W	FLO1
response to oxidative stress	YBL024W	NCL1
response to oxidative stress	YBL055C	YBL055C
response to oxidative stress	YBL064C	PRX1
response to oxidative stress	YBR006W	UGA2
response to oxidative stress	YBR014C	GRX7
response to oxidative stress	YBR046C	ZTA1
response to oxidative stress	YBR126C	TPS1
response to oxidative stress	YBR216C	YBP1
response to oxidative stress	YBR244W	GPX2
response to oxidative stress	YCL026C-A	FRM2
response to oxidative stress	YCL033C	MXR2
response to oxidative stress	YCL035C	GRX1
response to oxidative stress	YCR021C	HSP30
response to oxidative stress	YCR065W	HCM1
response to oxidative stress	YCR083W	TRX3
response to oxidative stress	YDL010W	GRX6
response to oxidative stress	YDL124W	YDL124W
response to oxidative stress	YDR098C	GRX3
response to oxidative stress	YDR256C	CTA1
response to oxidative stress	YDR346C	SVF1
response to oxidative stress	YDR368W	YPR1
response to oxidative stress	YDR453C	TSA2
response to oxidative stress	YDR513W	GRX2
response to oxidative stress	YDR533C	HSP31
response to oxidative stress	YER042W	MXR1
response to oxidative stress	YER174C	GRX4
response to oxidative stress	YFL014W	HSP12
response to oxidative stress	YFL033C	RIM15
response to oxidative stress	YFL039C_TSQ140	ACT1
response to oxidative stress	YFL039C_TSQ142	ACT1
response to oxidative stress	YFL039C_TSQ218	ACT1
response to oxidative stress	YFL039C_TSQ223	ACT1
response to oxidative stress	YFL039C_TSQ64	ACT1
response to oxidative stress	YFL039C_TSQ77	ACT1
response to oxidative stress	YGL131C	SNT2
response to oxidative stress	YGR023W	MTL1
response to oxidative stress	YGR029W_DAMP	ERV1
response to oxidative stress	YGR043C	NQM1
response to oxidative stress	YGR088W	CTT1
response to oxidative stress	YGR097W	ASK10
response to oxidative stress	YGR234W	YHB1
response to oxidative stress	YHR008C	SOD2
response to oxidative stress	YHR104W	GRE3
response to oxidative stress	YHR106W	TRR2
response to oxidative stress	YHR111W	UBA4
response to oxidative stress	YHR178W	STB5
response to oxidative stress	YHR206W	SKN7
response to oxidative stress	YIL008W	URM1
response to oxidative stress	YIL010W	DOT5
response to oxidative stress	YIL056W	VHR1
response to oxidative stress	YIL101C	XBP1
response to oxidative stress	YIR037W	HYR1
response to oxidative stress	YJL101C	GSH1
response to oxidative stress	YJR066W	TOR1
response to oxidative stress	YJR096W	YJR096W
response to oxidative stress	YJR100C	AIM25
response to oxidative stress	YJR104C	SOD1
response to oxidative stress	YKL026C	GPX1
response to oxidative stress	YKL056C	TMA19
response to oxidative stress	YKL062W	MSN4
response to oxidative stress	YKL069W	YKL069W
response to oxidative stress	YKL086W	SRX1
response to oxidative stress	YKL150W	MCR1
response to oxidative stress	YKR066C	CCP1
response to oxidative stress	YLL026W	HSP104
response to oxidative stress	YLR011W	LOT6
response to oxidative stress	YLR043C	TRX1
response to oxidative stress	YLR109W	AHP1
response to oxidative stress	YLR205C	HMX1
response to oxidative stress	YLR248W	RCK2
response to oxidative stress	YML007W	YAP1
response to oxidative stress	YML028W	TSA1
response to oxidative stress	YMR037C	MSN2
response to oxidative stress	YMR074C	YMR074C
response to oxidative stress	YMR176W	ECM5
response to oxidative stress	YMR250W	GAD1
response to oxidative stress	YNL080C	EOS1
response to oxidative stress	YNL099C	OCA1
response to oxidative stress	YNL259C	ATX1
response to oxidative stress	YNR074C	AIF1
response to oxidative stress	YOL081W	IRA2
response to oxidative stress	YOR120W	GCY1
response to oxidative stress	YOR162C	YRR1
response to oxidative stress	YOR297C	TIM18
response to oxidative stress	YPL091W	GLR1
response to oxidative stress	YPL196W	OXR1
response to oxidative stress	YPL202C	AFT2
response to oxidative stress	YPL239W	YAR1
response to oxidative stress	YPL270W	MDL2
cellular bud	1_YPR119W	CLB2
cellular bud	2_YER008C	SEC3
cellular bud	2_YJL085W	EXO70
cellular bud	2_YPR119W	CLB2
cellular bud	YAL024C	LTE1
cellular bud	YAL029C	MYO4
cellular bud	YAL030W	SNC1
cellular bud	YAL041W_TSQ148	CDC24
cellular bud	YAL041W_TSQ149	CDC24
cellular bud	YAL041W_TSQ412	CDC24
cellular bud	YAR014C	BUD14
cellular bud	YBL007C	SLA1
cellular bud	YBL031W	SHE1
cellular bud	YBL037W	APL3
cellular bud	YBL047C	EDE1
cellular bud	YBL060W	YEL1
cellular bud	YBL061C	SKT5
cellular bud	YBL085W	BOI1
cellular bud	YBL105C_TSQ535	PKC1
cellular bud	YBL105C_TSQ539	PKC1
cellular bud	YBL106C	SRO77
cellular bud	YBR007C	DSF2
cellular bud	YBR016W	YBR016W
cellular bud	YBR023C	CHS3
cellular bud	YBR054W	YRO2
cellular bud	YBR059C	AKL1
cellular bud	YBR071W	YBR071W
cellular bud	YBR086C	IST2
cellular bud	YBR109C_TSQ157	CMD1
cellular bud	YBR130C	SHE3
cellular bud	YBR158W	AMN1
cellular bud	YBR160W	CDC28
cellular bud	YBR160W_TSQ175	CDC28
cellular bud	YBR200W	BEM1
cellular bud	YBR260C	RGD1
cellular bud	YCL014W	BUD3
cellular bud	YCL024W	KCC4
cellular bud	YCL051W	LRE1
cellular bud	YCR002C_TSQ84	CDC10
cellular bud	YCR017C	CWH43
cellular bud	YCR030C	SYP1
cellular bud	YDL012C	YDL012C
cellular bud	YDL019C	OSH2
cellular bud	YDL117W	CYK3
cellular bud	YDL127W	PCL2
cellular bud	YDL135C	RDI1
cellular bud	YDL146W	LDB17
cellular bud	YDL161W	ENT1
cellular bud	YDL179W	PCL9
cellular bud	YDL225W	SHS1
cellular bud	YDL240W	LRG1
cellular bud	YDR093W	DNF2
cellular bud	YDR150W	NUM1
cellular bud	YDR251W	PAM1
cellular bud	YDR293C	SSD1
cellular bud	YDR309C	GIC2
cellular bud	YDR348C	PAL1
cellular bud	YDR379W	RGA2
cellular bud	YDR507C	GIN4
cellular bud	YDR508C	GNP1
cellular bud	YEL040W	UTR2
cellular bud	YER032W	FIR1
cellular bud	YER033C	ZRG8
cellular bud	YER114C	BOI2
cellular bud	YER118C	SHO1
cellular bud	YER120W	SCS2
cellular bud	YER124C	DSE1
cellular bud	YER125W_DAmP	RSP5
cellular bud	YER125W_TSQ465	RSP5
cellular bud	YER133W_DAMP	GLC7
cellular bud	YER144C	UBP5
cellular bud	YER149C	PEA2
cellular bud	YER155C	BEM2
cellular bud	YER166W	DNF1
cellular bud	YFL039C_TSQ140	ACT1
cellular bud	YFL039C_TSQ142	ACT1
cellular bud	YFL039C_TSQ218	ACT1
cellular bud	YFL039C_TSQ223	ACT1
cellular bud	YFL039C_TSQ64	ACT1
cellular bud	YFL039C_TSQ77	ACT1
cellular bud	YFL047W	RGD2
cellular bud	YFR016C	YFR016C
cellular bud	YFR024C-A	LSB3
cellular bud	YGL181W	GTS1
cellular bud	YGL190C	CDC55
cellular bud	YGL210W	YPT32
cellular bud	YGL233W_TSQ43	SEC15
cellular bud	YGR009C_TSQ60	SEC9
cellular bud	YGR032W	GSC2
cellular bud	YGR040W	KSS1
cellular bud	YGR041W	BUD9
cellular bud	YGR058W	PEF1
cellular bud	YGR092W	DBF2
cellular bud	YGR152C	RSR1
cellular bud	YGR221C	TOS2
cellular bud	YGR229C	SMI1
cellular bud	YGR238C	KEL2
cellular bud	YGR241C	YAP1802
cellular bud	YHR030C	SLT2
cellular bud	YHR061C	GIC1
cellular bud	YHR107C_TSQ33	CDC12
cellular bud	YHR114W	BZZ1
cellular bud	YHR142W	CHS7
cellular bud	YHR158C	KEL1
cellular bud	YHR161C	YAP1801
cellular bud	YHR182W	YHR182W
cellular bud	YIL034C	CAP2
cellular bud	YIL106W_DAMP	MOB1
cellular bud	YIL138C	TPM2
cellular bud	YIL140W	AXL2
cellular bud	YIL159W	BNR1
cellular bud	YIR006C_DAmP	PAN1
cellular bud	YIR019C	FLO11
cellular bud	YJL051W	IRC8
cellular bud	YJL095W	BCK1
cellular bud	YJL128C	PBS2
cellular bud	YJL158C	CIS3
cellular bud	YJL187C	SWE1
cellular bud	YJR005W	APL1
cellular bud	YJR031C	GEA1
cellular bud	YJR058C	APS2
cellular bud	YJR076C_TSQ74	CDC11
cellular bud	YJR076C_TSQ76	CDC11
cellular bud	YJR092W	BUD4
cellular bud	YKL007W	CAP1
cellular bud	YKL046C	DCW1
cellular bud	YKL048C	ELM1
cellular bud	YKL079W	SMY1
cellular bud	YKL092C	BUD2
cellular bud	YKL101W	HSL1
cellular bud	YKL130C	SHE2
cellular bud	YKL185W	ASH1
cellular bud	YKR055W	RHO4
cellular bud	YKR090W	PXL1
cellular bud	YKR100C	SKG1
cellular bud	YLL021W	SPA2
cellular bud	YLL028W	TPO1
cellular bud	YLR084C	RAX2
cellular bud	YLR110C	CCW12
cellular bud	YLR114C	AVL9
cellular bud	YLR166C_TSQ66	SEC10
cellular bud	YLR187W	SKG3
cellular bud	YLR190W	MMR1
cellular bud	YLR194C	YLR194C
cellular bud	YLR229C_TSQ29	CDC42
cellular bud	YLR286C	CTS1
cellular bud	YLR313C	SPH1
cellular bud	YLR314C_TSQ130	CDC3
cellular bud	YLR314C_TSQ885	CDC3
cellular bud	YLR319C	BUD6
cellular bud	YLR324W	PEX30
cellular bud	YLR337C	VRP1
cellular bud	YLR342W	FKS1
cellular bud	YLR353W	BUD8
cellular bud	YLR371W	ROM2
cellular bud	YLR414C	PUN1
cellular bud	YML047C	PRM6
cellular bud	YML072C	TCB3
cellular bud	YML109W	ZDS2
cellular bud	YMR109W	MYO5
cellular bud	YMR124W	EPO1
cellular bud	YMR192W	GYL1
cellular bud	YMR273C	ZDS1
cellular bud	YMR295C	YMR295C
cellular bud	YNL078W	NIS1
cellular bud	YNL079C	TPM1
cellular bud	YNL087W	TCB2
cellular bud	YNL116W	DMA2
cellular bud	YNL154C	YCK2
cellular bud	YNL161W_DAMP	CBK1
cellular bud	YNL233W	BNI4
cellular bud	YNL271C	BNI1
cellular bud	YNL293W	MSB3
cellular bud	YNL298W	CLA4
cellular bud	YNR031C	SSK2
cellular bud	YNR049C	MSO1
cellular bud	YNR067C	DSE4
cellular bud	YOL007C	CSI2
cellular bud	YOL070C	NBA1
cellular bud	YOL112W	MSB4
cellular bud	YOL158C	ENB1
cellular bud	YOR014W	RTS1
cellular bud	YOR093C	YOR093C
cellular bud	YOR094W	ARF3
cellular bud	YOR104W	PIN2
cellular bud	YOR127W	RGA1
cellular bud	YOR129C	AFI1
cellular bud	YOR165W	SEY1
cellular bud	YOR188W	MSB1
cellular bud	YOR231W	MKK1
cellular bud	YOR233W	KIN4
cellular bud	YOR237W	HES1
cellular bud	YOR247W	SRL1
cellular bud	YOR264W	DSE3
cellular bud	YOR301W	RAX1
cellular bud	YOR304C-A	BIL1
cellular bud	YOR326W_TSQ337	MYO2
cellular bud	YOR327C	SNC2
cellular bud	YPL032C	SVL3
cellular bud	YPL066W	RGL1
cellular bud	YPL115C	BEM3
cellular bud	YPL116W	HOS3
cellular bud	YPL140C	MKK2
cellular bud	YPL158C	AIM44
cellular bud	YPL204W_DAMP	HRR25
cellular bud	YPL221W	FLC1
cellular bud	YPL249C	GYP5
cellular bud	YPR028W	YOP1
cellular bud	YPR111W	DBF20
cellular bud	YPR122W	AXL1
cellular bud	YPR149W	NCE102
cellular bud	YPR171W	BSP1
cellular bud	YPR188C	MLC2
cytoskeleton	1_YDR113C	PDS1
cytoskeleton	1_YPR119W	CLB2
cytoskeleton	2_YDR113C	PDS1
cytoskeleton	2_YPR119W	CLB2
cytoskeleton	3_YDR113C	PDS1
cytoskeleton	4_YDR113C	PDS1
cytoskeleton	YAL029C	MYO4
cytoskeleton	YAL034W-A_TSQ235	MTW1
cytoskeleton	YBL007C	SLA1
cytoskeleton	YBL031W	SHE1
cytoskeleton	YBL034C_TSQ274	STU1
cytoskeleton	YBL034C_TSQ822	STU1
cytoskeleton	YBL047C	EDE1
cytoskeleton	YBL061C	SKT5
cytoskeleton	YBL063W	KIP1
cytoskeleton	YBL105C_TSQ535	PKC1
cytoskeleton	YBL105C_TSQ539	PKC1
cytoskeleton	YBR108W	AIM3
cytoskeleton	YBR109C_TSQ157	CMD1
cytoskeleton	YBR148W	YSW1
cytoskeleton	YBR160W	CDC28
cytoskeleton	YBR160W_TSQ175	CDC28
cytoskeleton	YBR211C_TSQ716	AME1
cytoskeleton	YBR260C	RGD1
cytoskeleton	YCL014W	BUD3
cytoskeleton	YCL024W	KCC4
cytoskeleton	YCL029C	BIK1
cytoskeleton	YCL034W	LSB5
cytoskeleton	YCR002C_TSQ84	CDC10
cytoskeleton	YCR009C	RVS161
cytoskeleton	YCR030C	SYP1
cytoskeleton	YCR088W	ABP1
cytoskeleton	YDL028C_TSQ166	MPS1
cytoskeleton	YDL028C_TSQ169	MPS1
cytoskeleton	YDL029W_TSQ886	ARP2
cytoskeleton	YDL117W	CYK3
cytoskeleton	YDL146W	LDB17
cytoskeleton	YDL225W	SHS1
cytoskeleton	YDL226C	GCS1
cytoskeleton	YDL239C	ADY3
cytoskeleton	YDR063W	AIM7
cytoskeleton	YDR113C_TSQ862	PDS1
cytoskeleton	YDR126W	SWF1
cytoskeleton	YDR130C	FIN1
cytoskeleton	YDR171W	HSP42
cytoskeleton	YDR218C	SPR28
cytoskeleton	YDR379W	RGA2
cytoskeleton	YDR388W	RVS167
cytoskeleton	YDR388W_DAMP	RVS167
cytoskeleton	YDR409W	SIZ1
cytoskeleton	YDR424C	DYN2
cytoskeleton	YDR488C	PAC11
cytoskeleton	YDR510W_DAMP	SMT3
cytoskeleton	YDR532C	KRE28
cytoskeleton	YEL040W	UTR2
cytoskeleton	YEL061C	CIN8
cytoskeleton	YER016W	BIM1
cytoskeleton	YER133W_DAMP	GLC7
cytoskeleton	YFL039C_TSQ140	ACT1
cytoskeleton	YFL039C_TSQ142	ACT1
cytoskeleton	YFL039C_TSQ218	ACT1
cytoskeleton	YFL039C_TSQ223	ACT1
cytoskeleton	YFL039C_TSQ64	ACT1
cytoskeleton	YFL039C_TSQ77	ACT1
cytoskeleton	YFR028C_TSQ416	CDC14
cytoskeleton	YGL170C	SPO74
cytoskeleton	YGL181W	GTS1
cytoskeleton	YGL216W	KIP3
cytoskeleton	YGR059W	SPR3
cytoskeleton	YGR080W	TWF1
cytoskeleton	YGR092W	DBF2
cytoskeleton	YGR136W	LSB1
cytoskeleton	YGR140W_TSQ133	CBF2
cytoskeleton	YGR218W_DAMP	CRM1
cytoskeleton	YGR241C	YAP1802
cytoskeleton	YHR014W	SPO13
cytoskeleton	YHR016C	YSC84
cytoskeleton	YHR107C_TSQ33	CDC12
cytoskeleton	YHR114W	BZZ1
cytoskeleton	YHR129C	ARP1
cytoskeleton	YHR161C	YAP1801
cytoskeleton	YIL034C	CAP2
cytoskeleton	YIL062C_TSQ888	ARC15
cytoskeleton	YIL095W	PRK1
cytoskeleton	YIL106W_DAMP	MOB1
cytoskeleton	YIL138C	TPM2
cytoskeleton	YIL140W	AXL2
cytoskeleton	YIL149C	MLP2
cytoskeleton	YIR003W	AIM21
cytoskeleton	YIR006C_DAmP	PAN1
cytoskeleton	YIR010W_TSQ435	DSN1
cytoskeleton	YIR010W_TSQ436	DSN1
cytoskeleton	YJL020C	BBC1
cytoskeleton	YJL042W	MHP1
cytoskeleton	YJR053W	BFA1
cytoskeleton	YJR076C_TSQ74	CDC11
cytoskeleton	YJR076C_TSQ76	CDC11
cytoskeleton	YJR092W	BUD4
cytoskeleton	YJR125C	ENT3
cytoskeleton	YKL007W	CAP1
cytoskeleton	YKL048C	ELM1
cytoskeleton	YKL101W	HSL1
cytoskeleton	YKL129C	MYO3
cytoskeleton	YKL222C	YKL222C
cytoskeleton	YKR001C	VPS1
cytoskeleton	YKR041W	YKR041W
cytoskeleton	YKR054C	DYN1
cytoskeleton	YKR095W	MLP1
cytoskeleton	YLL003W_TSQ475	SFI1
cytoskeleton	YLL038C	ENT4
cytoskeleton	YLL049W	LDB18
cytoskeleton	YLL050C_TSQ234	COF1
cytoskeleton	YLR045C_TSQ550	STU2
cytoskeleton	YLR186W_DAMP	EMG1
cytoskeleton	YLR210W	CLB4
cytoskeleton	YLR227C	ADY4
cytoskeleton	YLR229C_TSQ29	CDC42
cytoskeleton	YLR254C	NDL1
cytoskeleton	YLR314C_TSQ130	CDC3
cytoskeleton	YLR314C_TSQ885	CDC3
cytoskeleton	YLR315W	NKP2
cytoskeleton	YLR319C	BUD6
cytoskeleton	YLR337C	VRP1
cytoskeleton	YLR342W	FKS1
cytoskeleton	YLR370C	ARC18
cytoskeleton	YLR429W	CRN1
cytoskeleton	YML124C	TUB3
cytoskeleton	YMR055C	BUB2
cytoskeleton	YMR092C	AIP1
cytoskeleton	YMR109W	MYO5
cytoskeleton	YMR198W	CIK1
cytoskeleton	YMR294W	JNM1
cytoskeleton	YMR299C	DYN3
cytoskeleton	YNL020C	ARK1
cytoskeleton	YNL079C	TPM1
cytoskeleton	YNL094W	APP1
cytoskeleton	YNL106C	INP52
cytoskeleton	YNL116W	DMA2
cytoskeleton	YNL233W	BNI4
cytoskeleton	YNL271C	BNI1
cytoskeleton	YNR035C_TSQ470	ARC35
cytoskeleton	YOL091W	SPO21
cytoskeleton	YOL104C	NDJ1
cytoskeleton	YOR014W	RTS1
cytoskeleton	YOR058C	ASE1
cytoskeleton	YOR109W	INP53
cytoskeleton	YOR127W	RGA1
cytoskeleton	YOR177C	MPC54
cytoskeleton	YOR195W	SLK19
cytoskeleton	YOR233W	KIN4
cytoskeleton	YOR239W	ABP140
cytoskeleton	YOR269W	PAC1
cytoskeleton	YOR326W_TSQ337	MYO2
cytoskeleton	YOR329C_DAMP	SCD5
cytoskeleton	YOR367W	SCP1
cytoskeleton	YPL017C	IRC15
cytoskeleton	YPL155C	KIP2
cytoskeleton	YPL174C	NIP100
cytoskeleton	YPL192C	PRM3
cytoskeleton	YPL204W_DAMP	HRR25
cytoskeleton	YPL233W_TSQ450	NSL1
cytoskeleton	YPL253C	VIK1
cytoskeleton	YPL269W	KAR9
cytoskeleton	YPR111W	DBF20
cytoskeleton	YPR141C	KAR3
cytoskeleton	YPR154W	PIN3
cytoskeleton	YPR171W	BSP1
cytoskeleton	YPR174C	YPR174C
cytoskeleton	YPR188C	MLC2
microtubule organizing center	1_YPR119W	CLB2
microtubule organizing center	2_YPR119W	CLB2
microtubule organizing center	YBL034C_TSQ274	STU1
microtubule organizing center	YBL034C_TSQ822	STU1
microtubule organizing center	YBL063W	KIP1
microtubule organizing center	YBR109C_TSQ157	CMD1
microtubule organizing center	YBR160W	CDC28
microtubule organizing center	YBR160W_TSQ175	CDC28
microtubule organizing center	YBR211C_TSQ716	AME1
microtubule organizing center	YCL029C	BIK1
microtubule organizing center	YDL028C_TSQ166	MPS1
microtubule organizing center	YDL028C_TSQ169	MPS1
microtubule organizing center	YDL239C	ADY3
microtubule organizing center	YDR130C	FIN1
microtubule organizing center	YDR532C	KRE28
microtubule organizing center	YER016W	BIM1
microtubule organizing center	YER133W_DAMP	GLC7
microtubule organizing center	YFR028C_TSQ416	CDC14
microtubule organizing center	YGL170C	SPO74
microtubule organizing center	YGR092W	DBF2
microtubule organizing center	YGR218W_DAMP	CRM1
microtubule organizing center	YHR129C	ARP1
microtubule organizing center	YIL106W_DAMP	MOB1
microtubule organizing center	YIL149C	MLP2
microtubule organizing center	YJR053W	BFA1
microtubule organizing center	YKR054C	DYN1
microtubule organizing center	YKR095W	MLP1
microtubule organizing center	YLL003W_TSQ475	SFI1
microtubule organizing center	YLL049W	LDB18
microtubule organizing center	YLR045C_TSQ550	STU2
microtubule organizing center	YLR210W	CLB4
microtubule organizing center	YLR227C	ADY4
microtubule organizing center	YLR315W	NKP2
microtubule organizing center	YLR319C	BUD6
microtubule organizing center	YML124C	TUB3
microtubule organizing center	YMR055C	BUB2
microtubule organizing center	YMR198W	CIK1
microtubule organizing center	YMR294W	JNM1
microtubule organizing center	YOL091W	SPO21
microtubule organizing center	YOL104C	NDJ1
microtubule organizing center	YOR014W	RTS1
microtubule organizing center	YOR177C	MPC54
microtubule organizing center	YOR233W	KIN4
microtubule organizing center	YPL174C	NIP100
microtubule organizing center	YPL192C	PRM3
microtubule organizing center	YPL204W_DAMP	HRR25
microtubule organizing center	YPL253C	VIK1
microtubule organizing center	YPL269W	KAR9
microtubule organizing center	YPR111W	DBF20
microtubule organizing center	YPR141C	KAR3
microtubule organizing center	YPR174C	YPR174C
site of polarized growth	1_YPR119W	CLB2
site of polarized growth	2_YER008C	SEC3
site of polarized growth	2_YJL085W	EXO70
site of polarized growth	2_YPR119W	CLB2
site of polarized growth	YAL029C	MYO4
site of polarized growth	YAL030W	SNC1
site of polarized growth	YAL041W_TSQ148	CDC24
site of polarized growth	YAL041W_TSQ149	CDC24
site of polarized growth	YAL041W_TSQ412	CDC24
site of polarized growth	YAR014C	BUD14
site of polarized growth	YBL007C	SLA1
site of polarized growth	YBL016W	FUS3
site of polarized growth	YBL031W	SHE1
site of polarized growth	YBL037W	APL3
site of polarized growth	YBL047C	EDE1
site of polarized growth	YBL060W	YEL1
site of polarized growth	YBL061C	SKT5
site of polarized growth	YBL085W	BOI1
site of polarized growth	YBL105C_TSQ535	PKC1
site of polarized growth	YBL105C_TSQ539	PKC1
site of polarized growth	YBL106C	SRO77
site of polarized growth	YBR007C	DSF2
site of polarized growth	YBR023C	CHS3
site of polarized growth	YBR040W	FIG1
site of polarized growth	YBR059C	AKL1
site of polarized growth	YBR071W	YBR071W
site of polarized growth	YBR080C_TSQ57	SEC18
site of polarized growth	YBR109C_TSQ157	CMD1
site of polarized growth	YBR130C	SHE3
site of polarized growth	YBR160W	CDC28
site of polarized growth	YBR160W_TSQ175	CDC28
site of polarized growth	YBR200W	BEM1
site of polarized growth	YBR260C	RGD1
site of polarized growth	YCL014W	BUD3
site of polarized growth	YCL024W	KCC4
site of polarized growth	YCL027W	FUS1
site of polarized growth	YCL029C	BIK1
site of polarized growth	YCL051W	LRE1
site of polarized growth	YCR002C_TSQ84	CDC10
site of polarized growth	YCR009C	RVS161
site of polarized growth	YCR017C	CWH43
site of polarized growth	YCR030C	SYP1
site of polarized growth	YCR043C	YCR043C
site of polarized growth	YCR088W	ABP1
site of polarized growth	YDL019C	OSH2
site of polarized growth	YDL117W	CYK3
site of polarized growth	YDL126C_TSQ208	CDC48
site of polarized growth	YDL126C_TSQ209	CDC48
site of polarized growth	YDL127W	PCL2
site of polarized growth	YDL135C	RDI1
site of polarized growth	YDL146W	LDB17
site of polarized growth	YDL161W	ENT1
site of polarized growth	YDL179W	PCL9
site of polarized growth	YDL212W_DAmP	SHR3
site of polarized growth	YDL212W_DAMP	SHR3
site of polarized growth	YDL225W	SHS1
site of polarized growth	YDL240W	LRG1
site of polarized growth	YDR093W	DNF2
site of polarized growth	YDR150W	NUM1
site of polarized growth	YDR251W	PAM1
site of polarized growth	YDR293C	SSD1
site of polarized growth	YDR309C	GIC2
site of polarized growth	YDR348C	PAL1
site of polarized growth	YDR379W	RGA2
site of polarized growth	YDR388W	RVS167
site of polarized growth	YDR388W_DAMP	RVS167
site of polarized growth	YDR420W	HKR1
site of polarized growth	YDR507C	GIN4
site of polarized growth	YDR508C	GNP1
site of polarized growth	YEL040W	UTR2
site of polarized growth	YER032W	FIR1
site of polarized growth	YER033C	ZRG8
site of polarized growth	YER071C	TDA2
site of polarized growth	YER114C	BOI2
site of polarized growth	YER118C	SHO1
site of polarized growth	YER120W	SCS2
site of polarized growth	YER124C	DSE1
site of polarized growth	YER125W_DAmP	RSP5
site of polarized growth	YER125W_TSQ465	RSP5
site of polarized growth	YER133W_DAMP	GLC7
site of polarized growth	YER144C	UBP5
site of polarized growth	YER149C	PEA2
site of polarized growth	YER155C	BEM2
site of polarized growth	YER166W	DNF1
site of polarized growth	YFL039C_TSQ140	ACT1
site of polarized growth	YFL039C_TSQ142	ACT1
site of polarized growth	YFL039C_TSQ218	ACT1
site of polarized growth	YFL039C_TSQ223	ACT1
site of polarized growth	YFL039C_TSQ64	ACT1
site of polarized growth	YFL039C_TSQ77	ACT1
site of polarized growth	YFL047W	RGD2
site of polarized growth	YFR024C-A	LSB3
site of polarized growth	YGL181W	GTS1
site of polarized growth	YGL190C	CDC55
site of polarized growth	YGL210W	YPT32
site of polarized growth	YGL233W_TSQ43	SEC15
site of polarized growth	YGR009C_TSQ60	SEC9
site of polarized growth	YGR014W	MSB2
site of polarized growth	YGR032W	GSC2
site of polarized growth	YGR040W	KSS1
site of polarized growth	YGR041W	BUD9
site of polarized growth	YGR058W	PEF1
site of polarized growth	YGR080W	TWF1
site of polarized growth	YGR092W	DBF2
site of polarized growth	YGR152C	RSR1
site of polarized growth	YGR221C	TOS2
site of polarized growth	YGR229C	SMI1
site of polarized growth	YGR238C	KEL2
site of polarized growth	YGR241C	YAP1802
site of polarized growth	YHR030C	SLT2
site of polarized growth	YHR061C	GIC1
site of polarized growth	YHR107C_TSQ33	CDC12
site of polarized growth	YHR114W	BZZ1
site of polarized growth	YHR142W	CHS7
site of polarized growth	YHR158C	KEL1
site of polarized growth	YHR161C	YAP1801
site of polarized growth	YHR182W	YHR182W
site of polarized growth	YIL034C	CAP2
site of polarized growth	YIL095W	PRK1
site of polarized growth	YIL106W_DAMP	MOB1
site of polarized growth	YIL138C	TPM2
site of polarized growth	YIL140W	AXL2
site of polarized growth	YIL159W	BNR1
site of polarized growth	YIR003W	AIM21
site of polarized growth	YIR006C_DAmP	PAN1
site of polarized growth	YIR019C	FLO11
site of polarized growth	YJL095W	BCK1
site of polarized growth	YJL128C	PBS2
site of polarized growth	YJL158C	CIS3
site of polarized growth	YJL187C	SWE1
site of polarized growth	YJR005W	APL1
site of polarized growth	YJR058C	APS2
site of polarized growth	YJR076C_TSQ74	CDC11
site of polarized growth	YJR076C_TSQ76	CDC11
site of polarized growth	YJR092W	BUD4
site of polarized growth	YKL007W	CAP1
site of polarized growth	YKL048C	ELM1
site of polarized growth	YKL079W	SMY1
site of polarized growth	YKL092C	BUD2
site of polarized growth	YKL101W	HSL1
site of polarized growth	YKL130C	SHE2
site of polarized growth	YKR055W	RHO4
site of polarized growth	YKR090W	PXL1
site of polarized growth	YKR100C	SKG1
site of polarized growth	YLL021W	SPA2
site of polarized growth	YLR058C	SHM2
site of polarized growth	YLR084C	RAX2
site of polarized growth	YLR110C	CCW12
site of polarized growth	YLR114C	AVL9
site of polarized growth	YLR166C_TSQ66	SEC10
site of polarized growth	YLR187W	SKG3
site of polarized growth	YLR190W	MMR1
site of polarized growth	YLR194C	YLR194C
site of polarized growth	YLR206W	ENT2
site of polarized growth	YLR229C_TSQ29	CDC42
site of polarized growth	YLR286C	CTS1
site of polarized growth	YLR313C	SPH1
site of polarized growth	YLR314C_TSQ130	CDC3
site of polarized growth	YLR314C_TSQ885	CDC3
site of polarized growth	YLR319C	BUD6
site of polarized growth	YLR330W	CHS5
site of polarized growth	YLR332W	MID2
site of polarized growth	YLR337C	VRP1
site of polarized growth	YLR342W	FKS1
site of polarized growth	YLR353W	BUD8
site of polarized growth	YLR371W	ROM2
site of polarized growth	YML047C	PRM6
site of polarized growth	YML109W	ZDS2
site of polarized growth	YMR092C	AIP1
site of polarized growth	YMR109W	MYO5
site of polarized growth	YMR124W	EPO1
site of polarized growth	YMR162C	DNF3
site of polarized growth	YMR192W	GYL1
site of polarized growth	YMR232W	FUS2
site of polarized growth	YMR273C	ZDS1
site of polarized growth	YMR295C	YMR295C
site of polarized growth	YNL020C	ARK1
site of polarized growth	YNL078W	NIS1
site of polarized growth	YNL079C	TPM1
site of polarized growth	YNL106C	INP52
site of polarized growth	YNL116W	DMA2
site of polarized growth	YNL154C	YCK2
